"city","zip","beds","baths","sqft","type","price","latitude","longitude"
"LINCOLN","z95648",5,4,3928,"Residential",436746,38.857635,-121.311375
"EL_DORADO_HILLS","z95762",5,3,3577,"Residential",438700,38.679136,-121.034329
"SACRAMENTO","z95811",2,1,1247,"Residential",445000,38.582604,-121.47576
"FOLSOM","z95630",4,2,2581,"Residential",450000,38.676306,-121.09954
"SACRAMENTO","z95841",3,1,2068,"Residential",460000,38.646374,-121.353658
"EL_DORADO_HILLS","z95762",3,2,2129,"Residential",460000,38.668239,-121.064437
"ELK_GROVE","z95624",4,3,3992,"Residential",460000,38.403609,-121.335541
"SACRAMENTO","z95835",4,4,3397,"Residential",465000,38.665696,-121.549437
"SACRAMENTO","z95835",5,3,3881,"Residential",471750,38.677225,-121.519687
"ROCKLIN","z95765",5,4,3167,"Residential",480000,38.801637,-121.278798
"CARMICHAEL","z95608",2,2,1598,"Residential",484000,38.602754,-121.329326
"PLACERVILLE","z95667",4,3,1929,"Residential",485000,38.787877,-120.816676
"ELK_GROVE","z95757",4,3,3070,"Residential",495000,38.398488,-121.473424
"ROSEVILLE","z95678",4,2.5,2272,"Residential",500500,38.770153,-121.300039
"AUBURN","z95603",3,3,2791,"Residential",504000,38.891935,-121.08434
"EL_DORADO_HILLS","z95762",5,3,3117,"Residential",541000,38.628459,-121.055078
"WILTON","z95693",3,2,2544,"Residential",560000,38.408841,-121.198039
"SACRAMENTO","z95829",5,3,3984,"Residential",572500,38.47643,-121.309243
"CARMICHAEL","z95608",4,2,2222,"Residential",582000,38.602461,-121.330979
"ROSEVILLE","z95661",4,3,3838,"Residential",613401,38.735373,-121.227072
"ROSEVILLE","z95747",4,3.5,3059,"Residential",614000,38.742118,-121.359909
"FAIR_OAKS","z95628",5,5,2846,"Residential",680000,38.64167,-121.262099
"SACRAMENTO","z95819",5,2,2484,"Residential",699000,38.563244,-121.446876
"LOOMIS","z95650",4,4,1624,"Residential",839000,38.813337,-121.133348
"SACRAMENTO","z95842",2,1,840,"Condo",40000,38.673678,-121.357471
"SACRAMENTO","z95825",1,1,484,"Condo",48000,38.582279,-121.401482
"SACRAMENTO","z95815",3,1,970,"Residential",61500,38.620685,-121.460539
"SACRAMENTO","z95817",2,1,623,"Residential",62050,38.546798,-121.460038
"SACRAMENTO","z95820",2,1,932,"Residential",65000,38.532718,-121.46747
"SACRAMENTO","z95838",2,1,796,"Residential",65000,38.638797,-121.435049
"SACRAMENTO","z95820",2,1,834,"Residential",68000,38.539447,-121.450858
"SACRAMENTO","z95820",2,1,834,"Residential",68000,38.539447,-121.450858
"SACRAMENTO","z95841",2,1,924,"Condo",77000,38.658739,-121.333561
"SACRAMENTO","z95842",2,1,795,"Condo",82732,38.669104,-121.359008
"SACRAMENTO","z95838",3,1,1250,"Residential",84000,38.637337,-121.432835
"SACRAMENTO","z95820",2,1,984,"Residential",84675,38.53728,-121.463531
"SACRAMENTO","z95828",3,1,1013,"Residential",85000,38.497237,-121.424187
"SACRAMENTO","z95822",3,1,1012,"Residential",90000,38.484274,-121.488851
"SACRAMENTO","z95826",2,1,795,"Condo",90000,38.559144,-121.368387
"SACRAMENTO","z95838",2,2,918,"Residential",91000,38.630151,-121.442789
"SACRAMENTO","z95838",3,1,1082,"Residential",95000,38.637704,-121.453946
"SACRAMENTO","z95842",2,1,964,"Residential",97500,38.663282,-121.359631
"SACRAMENTO","z95815",4,2,1404,"Multi_Family",100000,38.617718,-121.440089
"SACRAMENTO","z95826",1,1,625,"Condo",100000,38.544627,-121.35796
"CITRUS_HEIGHTS","z95621",2,1,888,"Residential",101000,38.675893,-121.2963
"SACRAMENTO","z95815",4,2,1120,"Residential",102750,38.622243,-121.457863
"NORTH_HIGHLANDS","z95660",3,1,1331,"Residential",112500,38.68972,-121.378399
"SACRAMENTO","z95821",3,1,1014,"Residential",113000,38.623738,-121.41305
"SACRAMENTO","z95820",4,2,1448,"Residential",114000,38.53361,-121.469308
"SACRAMENTO","z95838",3,1,966,"Residential",114000,38.659414,-121.45408
"SACRAMENTO","z95823",2,1,779,"Residential",114750,38.463929,-121.438667
"ANTELOPE","z95843",2,2,836,"Condo",115000,38.71607,-121.364468
"ROSEVILLE","z95678",2,2,1100,"Condo",115000,38.732429,-121.288069
"SACRAMENTO","z95832",3,1,1174,"Residential",116100,38.470093,-121.468347
"NORTH_HIGHLANDS","z95660",3,2,1207,"Residential",119250,38.656131,-121.377265
"SACRAMENTO","z95828",4,4,1995,"Multi_Family",120000,38.490704,-121.410176
"SACRAMENTO","z95820",2,1,804,"Residential",120000,38.53105,-121.479574
"SACRAMENTO","z95834",2,2,958,"Condo",120000,38.647523,-121.523217
"SACRAMENTO","z95823",3,2,1366,"Residential",120108,38.470187,-121.448149
"SACRAMENTO","z95823",2,2,901,"Residential",121500,38.454949,-121.440578
"SACRAMENTO","z95815",3,1,696,"Residential",121725,38.613103,-121.444085
"GALT","z95632",3,2,1080,"Residential",122000,38.24227,-121.31032
"SACRAMENTO","z95822",3,2,1104,"Residential",123000,38.50372,-121.490657
"SACRAMENTO","z95825",2,1,972,"Residential",125000,38.598321,-121.39161
"SACRAMENTO","z95833",4,2,1390,"Residential",125573,38.617173,-121.482541
"ELVERTA","z95626",4,2,1354,"Residential",126714,38.705834,-121.43919
"SACRAMENTO","z95826",2,1,795,"Condo",126960,38.557045,-121.37167
"ROSEVILLE","z95678",2,1,780,"Condo",127000,38.749723,-121.27008
"SACRAMENTO","z95828",4,2,1587,"Residential",127500,38.49069,-121.382619
"NORTH_HIGHLANDS","z95660",3,2,1209,"Residential",130000,38.699269,-121.376334
"SACRAMENTO","z95824",2,1,1139,"Residential",133105,38.520941,-121.459355
"RIO_LINDA","z95673",2,2,1690,"Residential",136500,38.691104,-121.451832
"CARMICHAEL","z95608",3,2,1245,"Condo",139500,38.628563,-121.328297
"ELVERTA","z95626",3,2,1416,"Residential",140000,38.71865,-121.407763
"SACRAMENTO","z95832",3,2,1300,"Residential",140800,38.47807,-121.48114
"SACRAMENTO","z95822",3,2,1120,"Residential",145000,38.484896,-121.486948
"SACRAMENTO","z95828",4,2,1590,"Residential",147000,38.478502,-121.403517
"SACRAMENTO","z95828",3,2,1407,"Residential",149600,38.479083,-121.400702
"SACRAMENTO","z95820",5,2,1516,"Residential",150000,38.534508,-121.467907
"ROSEVILLE","z95747",2,2,1057,"Condo",150000,38.795529,-121.328819
"SACRAMENTO","z95822",3,2,1646,"Residential",150000,38.489759,-121.474754
"SACRAMENTO","z95823",3,2,1676,"Residential",155000,38.457157,-121.433065
"SACRAMENTO","z95838",3,2,1370,"Residential",155435,38.646677,-121.437573
"SACRAMENTO","z95838",3,2,1370,"Residential",155500,38.646677,-121.437573
"CITRUS_HEIGHTS","z95621",4,2,1351,"Residential",158000,38.70166,-121.323249
"NORTH_HIGHLANDS","z95660",3,2,1152,"Residential",158000,38.697898,-121.377687
"SACRAMENTO","z95823",3,2,1452,"Residential",160000,38.45356,-121.435959
"ROSEVILLE","z95678",2,1,990,"Residential",160000,38.734136,-121.299639
"CITRUS_HEIGHTS","z95621",2,2,1162,"Residential",164000,38.720868,-121.309855
"RIO_LINDA","z95673",3,2,1182,"Residential",164000,38.687659,-121.4633
"ELK_GROVE","z95758",2,2,1112,"Residential",165000,38.42465,-121.430137
"GALT","z95632",3,2,1100,"Residential",167000,38.283085,-121.302071
"CITRUS_HEIGHTS","z95621",4,2,1280,"Residential",167293,38.715781,-121.298519
"CITRUS_HEIGHTS","z95621",4,2,1280,"Residential",167293,38.715781,-121.298519
"SACRAMENTO","z95820",3,1,1039,"Residential",168000,38.52774,-121.433669
"SACRAMENTO","z95842",3,2,1159,"Residential",170000,38.695677,-121.36022
"SACRAMENTO","z95833",4,2,1917,"Residential",170000,38.620687,-121.482619
"SACRAMENTO","z95827",3,2,1520,"Residential",170000,38.564,-121.320023
"GALT","z95632",3,2,1204,"Residential",174000,38.260467,-121.302636
"SACRAMENTO","z95841",3,2,1120,"Residential",178000,38.658734,-121.357196
"SACRAMENTO","z95823",3,2,1436,"Residential",180000,38.447585,-121.426627
"SACRAMENTO","z95826",3,2,1451,"Residential",180000,38.55992,-121.352539
"SACRAMENTO","z95828",4,2,1638,"Residential",180000,38.466499,-121.381119
"CARMICHAEL","z95608",2,2,1000,"Condo",182000,38.637396,-121.300055
"ROSEVILLE","z95661",3,1,1152,"Residential",188325,38.72748,-121.256537
"ROSEVILLE","z95747",3,2,1154,"Residential",191500,38.747878,-121.311279
"SACRAMENTO","z95838",3,2,1353,"Residential",192000,38.657811,-121.465327
"CITRUS_HEIGHTS","z95621",3,2,1329,"Residential",192700,38.706152,-121.325399
"SACRAMENTO","z95826",3,1,1356,"Residential",195000,38.544368,-121.369979
"SACRAMENTO","z95838",3,2,1505,"Residential",197654,38.645689,-121.452766
"SACRAMENTO","z95842",3,1,1009,"Residential",198000,38.681541,-121.355616
"SACRAMENTO","z95823",3,2,1144,"Residential",200345,38.46452,-121.427606
"SACRAMENTO","z95864",2,1,930,"Residential",203000,38.581471,-121.38839
"SACRAMENTO","z95841",4,2,1766,"Residential",207000,38.687943,-121.328883
"SACRAMENTO","z95828",4,3,1940,"Residential",208000,38.468639,-121.403265
"ELK_GROVE","z95758",4,2,1776,"Residential",210000,38.413947,-121.408276
"CITRUS_HEIGHTS","z95621",3,1,1258,"Residential",212000,38.698154,-121.298375
"SACRAMENTO","z95828",4,2,1872,"Residential",213675,38.460492,-121.373379
"ELK_GROVE","z95758",2,2,1112,"Residential",213697,38.423963,-121.428875
"SACRAMENTO","z95833",4,2,1856,"Residential",215000,38.619675,-121.496903
"SACRAMENTO","z95816",4,3,1939,"Residential",215000,38.573844,-121.462839
"ROSEVILLE","z95678",3,1,998,"Residential",215100,38.746794,-121.29971
"ROSEVILLE","z95678",3,2,1758,"Residential",217500,38.756149,-121.306479
"SACRAMENTO","z95838",3,2,2142,"Residential",218000,38.658466,-121.460661
"SACRAMENTO","z95831",2,1,950,"Residential",220000,38.48403,-121.507641
"ELK_GROVE","z95758",4,3,1739,"Residential",221000,38.417026,-121.416821
"ELK_GROVE","z95624",3,2,1516,"Residential",222900,38.398245,-121.380615
"ANTELOPE","z95843",3,1,988,"Residential",223139,38.705753,-121.388917
"GALT","z95632",4,2,1555,"Residential",225500,38.282001,-121.295902
"SACRAMENTO","z95820",3,2,1212,"Residential",228327,38.534827,-121.412545
"SACRAMENTO","z95833",4,2,1871,"Residential",230000,38.62478,-121.523474
"SACRAMENTO","z95828",3,2,1302,"Residential",230000,38.47547,-121.380055
"SACRAMENTO","z95841",2,1,756,"Condo",230522,38.657789,-121.354994
"ANTELOPE","z95843",4,3,2026,"Residential",231200,38.72286,-121.358939
"SACRAMENTO","z95831",3,2,1375,"Residential",232000,38.49026,-121.550527
"SACRAMENTO","z95834",2,2,1250,"Condo",232500,38.644406,-121.549049
"SACRAMENTO","z95822",3,1,1058,"Residential",233641,38.523828,-121.481139
"ANTELOPE","z95843",3,2,1187,"Residential",234000,38.727657,-121.391028
"SACRAMENTO","z95831",2,2,1324,"Residential",234500,38.48797,-121.530229
"SACRAMENTO","z95828",4,3,1936,"Residential",235000,38.462981,-121.408288
"RANCHO_CORDOVA","z95670",5,4,2382,"Multi_Family",236000,38.603686,-121.277844
"FOLSOM","z95630",3,2,1427,"Residential",236073,38.679626,-121.142609
"SACRAMENTO","z95835",3,2,1678,"Condo",238000,38.665296,-121.531993
"GALT","z95632",4,2,1798,"Residential",238861,38.277177,-121.303747
"ANTELOPE","z95843",4,3,2652,"Residential",239700,38.725079,-121.387698
"SACRAMENTO","z95829",4,2,1816,"Residential",240000,38.456939,-121.362965
"SACRAMENTO","z95834",5,3,3076,"Residential",240000,38.63437,-121.510779
"ELK_GROVE","z95758",4,2,1844,"Residential",241000,38.43461,-121.429316
"SACRAMENTO","z95823",3,2,1306,"Residential",245000,38.46179,-121.445371
"SACRAMENTO","z95833",4,3,2447,"Residential",246000,38.604969,-121.54255
"SACRAMENTO","z95828",4,2,1176,"Residential",247234,38.489215,-121.419546
"RIO_LINDA","z95673",4,2,1182,"Residential",247480,38.687021,-121.463151
"RIO_LINDA","z95673",3,1,1160,"Residential",249862,38.683674,-121.435204
"SACRAMENTO","z95835",3,2,1424,"Residential",251000,38.675506,-121.510987
"ORANGEVALE","z95662",4,2,1574,"Residential",252155,38.691829,-121.249033
"ANTELOPE","z95843",3,2,1830,"Residential",254172,38.710221,-121.341707
"ELK_GROVE","z95624",4,2,1724,"Residential",258000,38.451353,-121.358776
"AUBURN","z95603",2,2,1255,"Condo",260000,38.931671,-121.097862
"ELK_GROVE","z95758",3,3,1718,"Residential",261000,38.416916,-121.407554
"SACRAMENTO","z95835",4,3,2175,"Residential",261000,38.676172,-121.509761
"SACRAMENTO","z95835",4,2,1904,"Residential",261000,38.681194,-121.537351
"EL_DORADO_HILLS","z95762",4,2,1808,"Residential",262500,38.664347,-121.076529
"RANCHO_CORDOVA","z95742",4,2,2711,"Residential",266000,38.551046,-121.239411
"CARMICHAEL","z95608",3,1,1713,"Residential",266000,38.671995,-121.324339
"ELK_GROVE","z95757",3,2,1457,"Residential",270000,38.395256,-121.438249
"ELK_GROVE","z95757",4,3,2724,"Residential",274425,38.380089,-121.428186
"ROCKLIN","z95765",3,2,1847,"Residential",274500,38.805036,-121.293608
"SACRAMENTO","z95828",3,2,1468,"Residential",275336,38.476932,-121.378349
"SACRAMENTO","z95835",4,3,2550,"Residential",277980,38.666074,-121.509743
"GALT","z95632",4,2,1928,"Residential",280000,38.285611,-121.293063
"SACRAMENTO","z95814",3,3,1922,"Residential",284686,38.582818,-121.489096
"CITRUS_HEIGHTS","z95621",3,2,1343,"Residential",284893,38.715853,-121.317095
"ROCKLIN","z95677",3,2,1510,"Residential",285000,38.786746,-121.209957
"AUBURN","z95603",2,2,960,"Multi_Family",285000,38.939802,-121.054575
"CARMICHAEL","z95608",4,2,1559,"Residential",285000,38.64913,-121.310667
"EL_DORADO","z95623",3,2,1624,"Residential",289000,38.673285,-120.879176
"SACRAMENTO","z95832",5,3,2992,"Residential",295000,38.473162,-121.491085
"ELK_GROVE","z95758",4,2,2109,"Residential",296000,38.432848,-121.449237
"RANCHO_CORDOVA","z95670",4,2,1524,"Residential",296056,38.579,-121.292627
"SACRAMENTO","z95828",3,2,1248,"Residential",297359,38.464994,-121.386962
"SACRAMENTO","z95823",4,2,1876,"Residential",299940,38.49254,-121.463316
"LINCOLN","z95648",5,3,2489,"Residential",304000,38.847396,-121.259586
"RANCHO_CORDOVA","z95670",4,3,1851,"Residential",305000,38.57727,-121.285591
"ROSEVILLE","z95747",3,2.5,1829,"Residential",307000,38.773094,-121.365905
"SACRAMENTO","z95835",4,2,2218,"Residential",311328,38.68237,-121.539147
"SACRAMENTO","z95828",3,2,1394,"Residential",313138,38.47316,-121.403893
"SACRAMENTO","z95828",3,2,1410,"Residential",316630,38.468185,-121.375694
"ELK_GROVE","z95758",5,3,3468,"Residential",320000,38.439565,-121.436606
"ANTELOPE","z95843",5,3,2346,"Residential",320000,38.707705,-121.354153
"ANTELOPE","z95843",5,3,2347,"Residential",325000,38.709299,-121.353056
"SACRAMENTO","z95834",4,2,1659,"Residential",328578,38.638764,-121.531827
"ELK_GROVE","z95757",3,3,2442,"Residential",331000,38.406758,-121.431669
"RANCHO_CORDOVA","z95742",4,3,2590,"Residential",331500,38.557293,-121.217611
"SACRAMENTO","z95833",4,2,2155,"Residential",340000,38.606906,-121.54132
"SACRAMENTO","z95838",3,2,1673,"Residential",344755,38.664765,-121.445006
"SACRAMENTO","z95828",3,2,1810,"Residential",345746,38.475433,-121.372584
"ELK_GROVE","z95757",4,2,2789,"Residential",351000,38.388129,-121.43117
"GALT","z95632",4,2,1606,"Residential",353767,38.2535,-121.31812
"GALT","z95632",5,3.5,3499,"Residential",355000,38.287785,-121.289903
"SACRAMENTO","z95835",4,2,2166,"Residential",356035,38.68318,-121.53484
"SACRAMENTO","z95816",2,2,1119,"Condo",360000,38.53805,-121.5047
"SACRAMENTO","z95835",4,2,1871,"Residential",360552,38.672966,-121.502748
"SACRAMENTO","z95835",3,2,1800,"Residential",362305,38.67342,-121.508542
"SACRAMENTO","z95817",3,1,1683,"Residential",365000,38.553596,-121.459483
"ROSEVILLE","z95678",3,2,1625,"Residential",367554,38.791617,-121.286147
"ROSEVILLE","z95747",4,3,2752,"Residential",368500,38.796121,-121.319963
"ROCKLIN","z95765",2,2,1596,"Residential",370000,38.837006,-121.232024
"PLACERVILLE","z95667",4,2.5,2716,"Residential",371086,38.733155,-120.748039
"ELK_GROVE","z95757",3,2,1179,"Residential",378000,38.390328,-121.448022
"ELK_GROVE","z95757",5,3.5,2724,"Residential",383000,38.381102,-121.42901
"SACRAMENTO","z95818",3,1,1639,"Residential",388000,38.541735,-121.480098
"RANCHO_CORDOVA","z95742",5,3,3281,"Residential",395100,38.551083,-121.237476
"SACRAMENTO","z95819",3,2,1697,"Residential",400000,38.574894,-121.435806
"EL_DORADO_HILLS","z95762",3,2.5,1993,"Residential",400000,38.69288,-121.073551
"ANTELOPE","z95843",4,3,2085,"Residential",408431,38.727649,-121.385656
"ROCKLIN","z95765",3,2,2548,"Residential",413000,38.837455,-121.289337
"SACRAMENTO","z95815",4,2,1744,"Multi_Family",416767,38.622359,-121.457582
"EL_DORADO_HILLS","z95762",4,3,2730,"Residential",420000,38.675519,-121.015862
"FOLSOM","z95630",4,3,1939,"Residential",423000,38.66695,-121.120729
"CAMERON_PARK","z95682",4,2,2376,"Residential",423000,38.687072,-121.004729
"SACRAMENTO","z95814",2,3,1788,"Residential",427500,38.571943,-121.492106
"ROCKLIN","z95765",3,2,1691,"Residential",430922,38.82553,-121.254698
"ELK_GROVE","z95758",4,2,2002,"Residential",445000,38.411258,-121.431348
"ELK_GROVE","z95757",4,4,4303,"Residential",450000,38.399436,-121.444041
"SACRAMENTO","z95834",5,3,4246,"Residential",452000,38.628955,-121.529269
"ROSEVILLE","z95661",3,2,2274,"Residential",470000,38.73988,-121.248929
"EL_DORADO_HILLS","z95762",4,3.5,2962,"Residential",471000,38.677015,-121.034083
"ORANGEVALE","z95662",4,4,3056,"Residential",475000,38.693041,-121.23294
"ELK_GROVE","z95758",3,3,2503,"Residential",484500,38.409689,-121.446059
"EL_DORADO_HILLS","z95762",3,3,3198,"Residential",487500,38.647598,-121.077801
"ROCKLIN","z95677",4,3.5,3332,"Residential",488750,38.777585,-121.2036
"FOLSOM","z95630",3,2,1905,"Residential",500000,38.69435,-121.177259
"PENRYN","z95663",3,2,1320,"Residential",506688,38.862708,-121.162092
"LINCOLN","z95648",2,2,1873,"Residential",512000,38.861615,-121.26869
"ROSEVILLE","z95747",5,4,3157,"Residential",520000,38.796683,-121.342555
"GOLD_RIVER","z95670",4,2,3037,"Residential",528000,38.629299,-121.249021
"WILTON","z95693",5,2,3741,"Residential",579093,38.416809,-121.240628
"FOLSOM","z95630",4,3,2660,"Residential",636000,38.684459,-121.145935
"CARMICHAEL","z95608",4,3,3357,"Residential",668365,38.63558,-121.353639
"GRANITE_BAY","z95746",5,3,2896,"Residential",676200,38.723545,-121.216025
"PLACERVILLE","z95667",3,2,2025,"Residential",677048,38.737452,-120.910963
"WILTON","z95693",5,3,3788,"Residential",691659,38.413535,-121.188211
"GRANITE_BAY","z95746",5,3,3670,"Residential",760000,38.779435,-121.146676
"CITRUS_HEIGHTS","z95621",3,2,1166,"Residential",30000,38.715322,-121.314787
"RIO_LINDA","z95673",1,2,1000,"Residential",30000,38.687172,-121.463933
"SACRAMENTO","z95823",2,1,838,"Residential",55422,38.471646,-121.435158
"NORTH_HIGHLANDS","z95660",2,1,904,"Residential",63000,38.672642,-121.380343
"SACRAMENTO","z95815",2,1,1032,"Residential",65000,38.608085,-121.449651
"SACRAMENTO","z95838",2,1,904,"Residential",65000,38.636833,-121.44164
"SACRAMENTO","z95817",2,1,1080,"Residential",65000,38.544162,-121.460652
"SACRAMENTO","z95822",2,2,990,"Residential",66500,38.493504,-121.475304
"SACRAMENTO","z95838",2,1,900,"Residential",71000,38.636877,-121.444948
"SACRAMENTO","z95824",2,1,861,"Residential",75000,38.521202,-121.428146
"SACRAMENTO","z95823",2,1,906,"Condo",77000,38.459002,-121.428794
"SACRAMENTO","z95815",2,1,1011,"Residential",85000,38.6238,-121.439872
"SACRAMENTO","z95823",3,2,1089,"Residential",95625,38.466938,-121.455631
"SACRAMENTO","z95815",2,1,832,"Residential",96140,38.62391,-121.439208
"SACRAMENTO","z95822",2,1,800,"Condo",104250,38.517029,-121.513809
"SACRAMENTO","z95842",4,2,1292,"Residential",105000,38.679598,-121.356035
"SACRAMENTO","z95822",2,1,810,"Residential",108000,38.520319,-121.504727
"SACRAMENTO","z95838",4,2,1064,"Residential",109000,38.635232,-121.460098
"RANCHO_CORDOVA","z95670",2,1,911,"Residential",115000,38.610852,-121.273278
"SACRAMENTO","z95835",1,1,846,"Condo",115000,38.658812,-121.542345
"SACRAMENTO","z95827",3,2,1320,"Residential",115500,38.563402,-121.327747
"SACRAMENTO","z95838",3,2,1410,"Residential",115620,38.660173,-121.440216
"RANCHO_CORDOVA","z95670",3,2,1115,"Residential",116000,38.59368,-121.316054
"SACRAMENTO","z95822",3,2,1169,"Residential",122000,38.492177,-121.503392
"SACRAMENTO","z95822",3,2,1164,"Residential",122500,38.491991,-121.477636
"SACRAMENTO","z95823",4,2,1341,"Residential",123000,38.481454,-121.446644
"SACRAMENTO","z95838",3,2,1219,"Residential",124000,38.655554,-121.464275
"SACRAMENTO","z95842",4,2,1127,"Residential",124000,38.69043,-121.361035
"NORTH_HIGHLANDS","z95660",3,2,1272,"Residential",124413,38.686061,-121.369949
"SACRAMENTO","z95822",4,2,1253,"Residential",125000,38.482717,-121.499683
"SACRAMENTO","z95828",3,2,1120,"Residential",130000,38.477297,-121.411513
"NORTH_HIGHLANDS","z95660",2,2,1118,"Residential",131750,38.659016,-121.370457
"SACRAMENTO","z95838",4,3,1890,"Residential",137721,38.646541,-121.441139
"SACRAMENTO","z95833",3,2,1260,"Residential",137760,38.623045,-121.486279
"SACRAMENTO","z95823",3,2,1400,"Residential",138000,38.487297,-121.44295
"SACRAMENTO","z95821",3,1,1264,"Residential",140000,38.619012,-121.415329
"SACRAMENTO","z95824",3,1,1060,"Residential",145000,38.522015,-121.438713
"SACRAMENTO","z95828",2,2,1132,"Residential",145000,38.47955,-121.410867
"SACRAMENTO","z95823",3,2,1466,"Residential",150000,38.472117,-121.459589
"SACRAMENTO","z95827",3,2,1092,"Residential",150000,38.559641,-121.32316
"SACRAMENTO","z95828",4,2,1628,"Residential",151000,38.493484,-121.42035
"SACRAMENTO","z95842",3,2,960,"Residential",155000,38.68747,-121.349234
"CITRUS_HEIGHTS","z95621",3,2,1075,"Residential",155800,38.695863,-121.300814
"SACRAMENTO","z95826",3,2,1428,"Residential",156142,38.554927,-121.35521
"SACRAMENTO","z95828",4,2,1358,"Residential",158000,38.474854,-121.404726
"SACRAMENTO","z95828",6,4,2475,"Multi_Family",159900,38.465271,-121.40426
"CITRUS_HEIGHTS","z95610",3,2,1410,"Residential",160000,38.689239,-121.267737
"ANTELOPE","z95843",3,2,1711,"Residential",161500,38.70968,-121.382328
"SACRAMENTO","z95826",4,2,1483,"Residential",161600,38.536751,-121.359154
"GALT","z95632",3,2,1140,"Residential",162000,38.282047,-121.295812
"SACRAMENTO","z95828",4,2,1549,"Residential",165000,38.487864,-121.402476
"SACRAMENTO","z95828",3,2,1410,"Residential",165000,38.467487,-121.377055
"ELK_GROVE","z95758",3,2,1240,"Residential",167293,38.434075,-121.432623
"SACRAMENTO","z95842",5,2,1712,"Residential",168000,38.677003,-121.354454
"SACRAMENTO","z95823",4,2,1580,"Residential",168000,38.449153,-121.428272
"ANTELOPE","z95843",3,2,1669,"Residential",168750,38.71846,-121.370862
"SACRAMENTO","z95826",3,1,1029,"Residential",168750,38.544374,-121.370874
"CITRUS_HEIGHTS","z95621",3,1,1103,"Residential",170000,38.71641,-121.306239
"SACRAMENTO","z95828",3,2,2161,"Residential",170250,38.479343,-121.372553
"SACRAMENTO","z95823",3,2,1650,"Residential",173000,38.466781,-121.450955
"POLLOCK_PINES","z95726",3,1,1320,"Residential",175000,38.77491,-120.597599
"SACRAMENTO","z95826",3,2,1200,"Residential",176095,38.553275,-121.346218
"SACRAMENTO","z95835",3,2,1170,"Residential",176250,38.68271,-121.501697
"CITRUS_HEIGHTS","z95621",3,2,1199,"Residential",178000,38.70799,-121.302979
"SACRAMENTO","z95823",4,2,1695,"Residential",179000,38.448452,-121.428536
"RANCHO_CORDOVA","z95670",3,2,1157,"Residential",180000,38.60868,-121.27849
"SACRAMENTO","z95838",3,2,1410,"Residential",180000,38.646206,-121.442767
"ROSEVILLE","z95678",3,2,1174,"Residential",180000,38.734136,-121.299639
