"city","zip","beds","baths","sqft","type","price","latitude","longitude"
"SACRAMENTO","z95823",3,2,1593,"Residential",181000,38.44617,-121.427824
"RIO_LINDA","z95673",3,2,1093,"Residential",182000,38.68279,-121.453509
"ROSEVILLE","z95678",3,2,1770,"Residential",182587,38.72446,-121.292829
"SACRAMENTO","z95822",4,2,1436,"Residential",185074,38.48291,-121.491509
"SACRAMENTO","z95829",3,2,1124,"Residential",185833,38.453839,-121.357919
"SACRAMENTO","z95826",4,2,1139,"Residential",186785,38.565322,-121.374251
"SACRAMENTO","z95832",3,2,1638,"Residential",187000,38.476048,-121.494961
"SACRAMENTO","z95833",3,2,1328,"Residential",188335,38.609864,-121.492304
"ELK_GROVE","z95758",3,2,1273,"Residential",190000,38.431239,-121.44001
"SACRAMENTO","z95838",3,1,1082,"Residential",190000,38.659434,-121.455236
"SACRAMENTO","z95827",4,2,1578,"Residential",190000,38.573917,-121.316916
"ROSEVILLE","z95661",2,1,796,"Residential",190000,38.727609,-121.226494
"SACRAMENTO","z95823",3,2,1386,"Residential",191250,38.478239,-121.446326
"RANCHO_CORDOVA","z95670",3,2,1452,"Residential",193000,38.589925,-121.299059
"SACRAMENTO","z95823",3,2,1513,"Residential",193500,38.470494,-121.454162
"FORESTHILL","z95631",3,2,1232,"Residential",194818,39.020808,-120.821518
"SACRAMENTO","z95842",4,2,1578,"Residential",195000,38.693071,-121.332365
"CITRUS_HEIGHTS","z95610",4,3,1736,"Residential",195000,38.676437,-121.279165
"CAMERON_PARK","z95682",2,2.5,1498,"Residential",195000,38.690504,-120.996245
"SACRAMENTO","z95821",3,1,1473,"Residential",195000,38.611055,-121.369964
"SACRAMENTO","z95820",3,1,1150,"Residential",198000,38.532725,-121.469078
"SACRAMENTO","z95833",3,2,1127,"Residential",199900,38.618019,-121.510215
"FAIR_OAKS","z95628",3,1,1144,"Residential",200000,38.66424,-121.303675
"CARMICHAEL","z95608",3,1,972,"Residential",201000,38.622634,-121.330846
"ELK_GROVE","z95758",4,2,2306,"Residential",204918,38.42139,-121.411339
"ANTELOPE","z95843",3,2,1479,"Residential",205000,38.724083,-121.3584
"EL_DORADO","z95623",2,1,1040,"Residential",205000,38.678758,-120.844118
"SACRAMENTO","z95838",3,2,1430,"Residential",205878,38.641727,-121.412703
"SACRAMENTO","z95832",4,2,1800,"Residential",207000,38.47723,-121.492568
"ANTELOPE","z95843",4,2,1953,"Residential",207744,38.71174,-121.342675
"SACRAMENTO","z95835",3,2,1120,"Residential",209000,38.681952,-121.505009
"SACRAMENTO","z95834",3,2,1232,"Residential",210000,38.640807,-121.533522
"SACRAMENTO","z95835",1,1,984,"Condo",210944,38.668433,-121.503471
"ROSEVILLE","z95678",3,2.5,1462,"Condo",212500,38.793533,-121.289685
"ELK_GROVE","z95758",4,2,2329,"Residential",213750,38.449651,-121.414704
"ELK_GROVE","z95758",3,2,1351,"Residential",215000,38.410561,-121.404327
"CAMERON_PARK","z95682",3,2,1284,"Residential",215000,38.691215,-120.994949
"ROSEVILLE","z95661",4,1,1376,"Residential",215000,38.736392,-121.2664
"DIAMOND_SPRINGS","z95619",3,2,1300,"Residential",216033,38.688255,-120.810235
"SACRAMENTO","z95825",4,2,1566,"Residential",220000,38.593598,-121.403637
"SACRAMENTO","z95817",2,1,1115,"Residential",220000,38.557433,-121.47034
"SACRAMENTO","z95818",2,1,1032,"Residential",220000,38.556818,-121.490669
"CITRUS_HEIGHTS","z95621",4,2,1419,"Residential",220000,38.698058,-121.294893
"ELK_GROVE","z95757",3,2,1261,"Residential",220000,38.404888,-121.443998
"CARMICHAEL","z95608",2,2,1637,"Residential",220702,38.63173,-121.335286
"SACRAMENTO","z95825",4,2,1776,"Multi_Family",221250,38.585291,-121.406824
"ELK_GROVE","z95758",3,2,1338,"Residential",222000,38.423913,-121.439115
"ELK_GROVE","z95757",2,2,1257,"Residential",222500,38.3052,-121.4033
"ELK_GROVE","z95624",5,2,2254,"Residential",222750,38.421713,-121.345191
"SACRAMENTO","z95834",3,2,1441,"Residential",225000,38.638882,-121.531883
"SACRAMENTO","z95838",4,2,1991,"Residential",225000,38.650729,-121.466483
"SACRAMENTO","z95829",4,3,2126,"Residential",228750,38.459524,-121.3501
"ELK_GROVE","z95624",3,2,1094,"Residential",229000,38.443184,-121.364388
"ROCKLIN","z95677",3,2,1462,"Residential",230095,38.798028,-121.235364
"SACRAMENTO","z95834",5,3,2258,"Residential",232500,38.639891,-121.537603
"RANCHO_CORDOVA","z95670",3,2,1074,"Residential",233000,38.59675,-121.312716
"ELK_GROVE","z95624",4,2,2111,"Residential",233500,38.38751,-121.370276
"SACRAMENTO","z95835",3,2,1686,"Residential",239000,38.671556,-121.520916
"ANTELOPE","z95843",4,3,1915,"Residential",240000,38.706209,-121.369509
"ELK_GROVE","z95624",4,2,2367,"Residential",240000,38.420637,-121.375798
"SACRAMENTO","z95823",3,2,1962,"Residential",240971,38.443305,-121.435296
"RANCHO_CORDOVA","z95670",2,2,1406,"Residential",242000,38.625932,-121.271517
"SACRAMENTO","z95829",3,2,1789,"Residential",243450,38.455753,-121.349273
"SACRAMENTO","z95835",4,2,1876,"Residential",243500,38.674226,-121.525497
"ANTELOPE","z95843",3,2,1235,"Residential",246544,38.720767,-121.376678
"ANTELOPE","z95843",4,2,2504,"Residential",246750,38.70884,-121.359559
"SACRAMENTO","z95834",3,2.5,2029,"Residential",247000,38.631139,-121.501879
"CARMICHAEL","z95608",3,2,1676,"Residential",247000,38.657267,-121.310352
"CITRUS_HEIGHTS","z95621",3,2,1367,"Residential",249000,38.708966,-121.32467
"ELK_GROVE","z95758",4,3,1899,"Residential",249000,38.422241,-121.458022
"ELK_GROVE","z95758",3,2,1636,"Residential",250000,38.428852,-121.415628
"SACRAMENTO","z95821",3,2,1828,"Residential",250000,38.627698,-121.369698
"ROCKLIN","z95765",3,2,1771,"Residential",250000,38.804993,-121.293609
"SACRAMENTO","z95826",4,2,1438,"Residential",252000,38.555633,-121.350691
"ELK_GROVE","z95624",3,2,1451,"Residential",255000,38.442845,-121.373272
"SACRAMENTO","z95825",3,1,1520,"Residential",255000,38.599449,-121.400305
"ROSEVILLE","z95747",3,2,1506,"Residential",255000,38.776649,-121.339589
"SACRAMENTO","z95835",4,2,2605,"Residential",257200,38.675594,-121.515878
"ORANGEVALE","z95662",3,2,1196,"Residential",260000,38.679409,-121.219107
"LINCOLN","z95648",3,2,1621,"Residential",260000,38.89918,-121.322514
"SACRAMENTO","z95835",3,2,1811,"Residential",263500,38.679191,-121.537622
"ELK_GROVE","z95757",3,2,1540,"Residential",266510,38.387708,-121.436522
"LINCOLN","z95648",4,2.5,2647,"Residential",267750,38.88156,-121.301343
"PLACERVILLE","z95667",2,2,2750,"Residential",270000,38.813546,-120.809254
"ROSEVILLE","z95747",3,2.5,1910,"Residential",271000,38.770835,-121.366996
"EL_DORADO_HILLS","z95762",4,2.5,1846,"Residential",272700,38.695801,-121.079216
"ELK_GROVE","z95757",3,2,1543,"Residential",275000,38.397455,-121.468391
"SACRAMENTO","z95835",5,3,2494,"Residential",276000,38.663728,-121.525833
"LINCOLN","z95648",3,2,1650,"Residential",276500,38.844116,-121.274806
"GALT","z95632",4,3,2214,"Residential",278000,38.258976,-121.321266
"SACRAMENTO","z95835",5,3,2280,"Residential",279000,38.667332,-121.528276
"CARMICHAEL","z95608",3,2,1443,"Residential",280000,38.66266,-121.316858
"CITRUS_HEIGHTS","z95621",4,2,1582,"Residential",280000,38.691393,-121.305215
"ELK_GROVE","z95757",3,2,1857,"Residential",285000,38.397923,-121.450219
"ELK_GROVE","z95758",3,2,1735,"Residential",288000,38.417191,-121.473897
"ELK_GROVE","z95624",4,3,2096,"Residential",289000,38.391085,-121.347231
"SACRAMENTO","z95825",3,2,1720,"Residential",290000,38.567865,-121.410699
"ANTELOPE","z95843",4,2,2160,"Residential",290000,38.704554,-121.354753
"SACRAMENTO","z95838",4,2,1382,"Residential",293996,38.644927,-121.43054
"PLACERVILLE","z95667",3,2,1282,"Residential",294000,38.729993,-120.802458
"ELK_GROVE","z95624",4,2,1721,"Residential",294173,38.450548,-121.363002
"LOOMIS","z95650",4,2,1328,"Residential",295000,38.825096,-121.198432
"ELK_GROVE","z95624",3,2,1919,"Residential",298000,38.446286,-121.400817
"ELK_GROVE","z95624",4,2,1982,"Residential",298000,38.422221,-121.375799
"SACRAMENTO","z95818",2,1,1144,"Residential",299000,38.556844,-121.490769
"SACRAMENTO","z95825",2,2,1623,"Residential",300000,38.567795,-121.410703
"COOL","z95614",3,2,1457,"Residential",300000,38.905927,-120.975169
"ELK_GROVE","z95624",6,3,2555,"Residential",300000,38.404505,-121.346938
"ROCKLIN","z95765",3,2,1577,"Residential",300567,38.800539,-121.260979
"ELK_GROVE","z95757",5,3,2592,"Residential",303000,38.38912,-121.434389
"CITRUS_HEIGHTS","z95610",3,2,1401,"Residential",305000,38.715493,-121.26293
"LINCOLN","z95648",4,2,2048,"Residential",306000,38.865017,-121.32302
"CARMICHAEL","z95608",3,2,1502,"Residential",310000,38.618369,-121.326187
"FOLSOM","z95630",3,2,1327,"Residential",310000,38.651617,-121.131674
"ROSEVILLE","z95678",4,3,1800,"Residential",310000,38.76349,-121.275881
"SACRAMENTO","z95831",4,2,2169,"Residential",311518,38.490408,-121.547664
"LINCOLN","z95648",5,3,2457,"Residential",312000,38.844144,-121.274174
"RANCHO_CORDOVA","z95742",3,2.5,2264,"Residential",313000,38.529181,-121.224755
"ORANGEVALE","z95662",4,2,2004,"Residential",315000,38.668289,-121.192316
"ROSEVILLE","z95678",4,3,2212,"Residential",315000,38.775872,-121.298864
"ANTELOPE","z95843",5,3,3134,"Residential",315000,38.711927,-121.343608
"SACRAMENTO","z95864",3,2,1360,"Residential",315000,38.606569,-121.368424
"ROCKLIN","z95765",4,2.5,1951,"Residential",315000,38.815493,-121.262908
"SACRAMENTO","z95822",3,2,1276,"Residential",320000,38.525115,-121.518689
"SACRAMENTO","z95834",4,3,2962,"Residential",322000,38.64977,-121.53448
"ROCKLIN","z95765",4,2,1888,"Residential",325000,38.82273,-121.26424
"ROSEVILLE","z95747",3,3,2155,"Residential",325500,38.772821,-121.364821
"ROSEVILLE","z95678",3,2,1744,"Residential",326951,38.771917,-121.304439
"GALT","z95632",3,2,1548,"Residential",328370,38.290119,-121.286023
"LINCOLN","z95648",2,2,1322,"Residential",330000,38.861864,-121.267478
"RANCHO_CORDOVA","z95670",4,3,2109,"Residential",330000,38.580545,-121.279016
"SACRAMENTO","z95827",4,2,2484,"Residential",331200,38.56803,-121.309966
"SACRAMENTO","z95834",4,3,2258,"Residential",332000,38.6354,-121.53499
"SACRAMENTO","z95835",3,3,2212,"Residential",334000,38.674864,-121.4958
"ORANGEVALE","z95662",3,2,1616,"Residential",335000,38.667703,-121.209456
"SACRAMENTO","z95835",4,2,2372,"Residential",341000,38.66841,-121.494639
"ROCKLIN","z95765",5,3,2606,"Residential",346375,38.807816,-121.270008
"ROSEVILLE","z95678",5,3,3163,"Residential",347225,38.79218,-121.28595
"ELK_GROVE","z95757",5,3,2877,"Residential",349000,38.386239,-121.448159
"ANTELOPE","z95843",3,2,2960,"Residential",350000,38.709513,-121.359357
"LINCOLN","z95648",2,2,1704,"Residential",350000,38.853869,-121.271742
"ROSEVILLE","z95678",3,2,2172,"Residential",350000,38.792461,-121.275711
"ROSEVILLE","z95678",3,2,2100,"Condo",350000,38.762153,-121.283451
"SACRAMENTO","z95831",3,2,1795,"Residential",351000,38.483212,-121.54019
"EL_DORADO_HILLS","z95762",3,2.5,1924,"Residential",356200,38.686067,-121.073413
"ROSEVILLE","z95661",4,2,2295,"Residential",360000,38.733985,-121.236766
"ROSEVILLE","z95747",4,3,2577,"Residential",367463,38.792493,-121.331899
"ROSEVILLE","z95747",5,3,2616,"Residential",375000,38.778561,-121.362008
"WALNUT_GROVE","z95690",3,1,1727,"Residential",380000,38.247659,-121.515129
"ELK_GROVE","z95758",3,2,1485,"Residential",380578,38.429139,-121.423444
"CARMICHAEL","z95608",3,2,1655,"Residential",386222,38.629929,-121.323086
"LINCOLN","z95648",5,4.5,3179,"Residential",389000,38.867125,-121.319085
"RANCHO_CORDOVA","z95742",5,3,3479,"Residential",390000,38.5357,-121.2249
"ROSEVILLE","z95661",3,2,2049,"Residential",395500,38.737872,-121.249025
"RANCHO_CORDOVA","z95742",4,3,3042,"Residential",396000,38.527384,-121.233531
"ELK_GROVE","z95757",5,3,2875,"Residential",397000,38.405571,-121.445186
"LINCOLN","z95648",5,4,3566,"Residential",400000,38.904869,-121.32075
"EL_DORADO_HILLS","z95762",4,2,2199,"Residential",400000,38.656299,-121.079783
"ROSEVILLE","z95747",4,3,2242,"Residential",412500,38.808581,-121.32785
"SACRAMENTO","z95818",2,1,1304,"Residential",413500,38.551611,-121.504437
"CARMICHAEL","z95608",3,2,2334,"Residential",415000,38.634111,-121.353376
"AUBURN","z95603",4,3,2278,"Residential",420454,38.935579,-121.079018
"SACRAMENTO","z95819",3,1,1493,"Residential",425000,38.579326,-121.44252
"CAMERON_PARK","z95682",3,2,1944,"Residential",425000,38.669805,-120.999007
"LINCOLN","z95648",5,4,3913,"Residential",433500,38.860007,-121.310946
"ROSEVILLE","z95747",5,3,3151,"Residential",438000,38.804773,-121.341195
"FOLSOM","z95630",5,3,2787,"Residential",441000,38.66051,-121.163689
"SACRAMENTO","z95831",5,3,2824,"Residential",445000,38.506371,-121.514456
"FOLSOM","z95630",4,3,3261,"Residential",446000,38.673882,-121.105077
"SACRAMENTO","z95821",4,2,2053,"Residential",450000,38.621566,-121.370882
"ROSEVILLE","z95661",4,3,2379,"Residential",455000,38.750577,-121.232768
"EL_DORADO_HILLS","z95762",3,2.5,2480,"Residential",460000,38.680092,-121.036467
"PLACERVILLE","z95667",3,2,1704,"Residential",475000,38.690867,-120.693641
"GARDEN_VALLEY","z95633",3,2,2418,"Residential",490000,38.84255,-120.8754
"EL_DORADO_HILLS","z95762",4,2.5,3282,"Residential",493000,38.681778,-121.035838
"EL_DORADO_HILLS","z95762",5,4,4091,"Residential",508000,38.676131,-121.038931
"ROSEVILLE","z95747",4,3,2806,"Residential",511000,38.780051,-121.378718
"FAIR_OAKS","z95628",3,2,3173,"Residential",525000,38.650735,-121.258628
"EL_DORADO_HILLS","z95762",4,3,3380,"Residential",533000,38.664066,-121.056735
"SACRAMENTO","z95864",3,1,1348,"Residential",545000,38.588936,-121.373606
"AUBURN","z95603",4,3.5,4090,"Residential",560000,38.865246,-121.094869
"SACRAMENTO","z95816",2,1,1252,"Residential",575000,38.568438,-121.457854
"FOLSOM","z95630",4,3,3229,"Residential",575000,38.703962,-121.1871
"SACRAMENTO","z95829",5,4,3863,"Residential",598695,38.45326,-121.32573
"ROSEVILLE","z95747",5,5,3901,"Residential",600000,38.798448,-121.344054
"ROCKLIN","z95677",4,3,2346,"Residential",600000,38.772672,-121.220232
"GRANITE_BAY","z95746",4,3,2356,"Residential",600000,38.732096,-121.219142
"ROCKLIN","z95677",4,2.5,3220,"Residential",600000,38.781134,-121.222801
"ROSEVILLE","z95747",5,3,3579,"Residential",610000,38.78861,-121.339495
"EL_DORADO_HILLS","z95762",5,3,3464,"Residential",622500,38.6478,-121.0309
"EL_DORADO_HILLS","z95762",3,3.5,3885,"Residential",680000,38.682961,-121.033253
"EL_DORADO_HILLS","z95762",4,3.5,3782,"Residential",879000,38.706692,-121.058869
"WILTON","z95693",4,3,4400,"Residential",884790,38.415298,-121.194858
"SACRAMENTO","z95828",4,2,1512,"Residential",56950,38.488628,-121.387759
"SACRAMENTO","z95826",1,1,611,"Condo",60000,38.542419,-121.359904
"SACRAMENTO","z95823",2,1,876,"Residential",61000,38.471139,-121.432255
"SACRAMENTO","z95842",2,1,933,"Condo",62000,38.670467,-121.359799
"SACRAMENTO","z95820",2,1,864,"Residential",68566,38.539213,-121.46393
"SACRAMENTO","z95838",2,1,1011,"Residential",70000,38.643978,-121.449562
"SACRAMENTO","z95815",4,2,1158,"Residential",80000,38.618716,-121.466327
"SACRAMENTO","z95838",3,2,1092,"Residential",85500,38.64472,-121.452228
"SACRAMENTO","z95833",2,1,956,"Condo",92000,38.627147,-121.500799
"SACRAMENTO","z95824",2,2,1139,"Residential",93600,38.520469,-121.458606
"SACRAMENTO","z95822",3,1,1058,"Residential",95000,38.488238,-121.472561
"SACRAMENTO","z95838",3,2,1040,"Residential",97750,38.628842,-121.446127
"SACRAMENTO","z95823",3,2,1354,"Residential",104000,38.484374,-121.463157
"NORTH_HIGHLANDS","z95660",3,1,1051,"Residential",105000,38.679279,-121.376615
"SACRAMENTO","z95825",1,1,682,"Condo",107666,38.578675,-121.409951
"SACRAMENTO","z95824",3,1,1161,"Residential",109000,38.511893,-121.457676
"SACRAMENTO","z95838",3,1,1004,"Residential",110000,38.647398,-121.432914
"NORTH_HIGHLANDS","z95660",3,1,1229,"Residential",110000,38.669587,-121.379879
"SACRAMENTO","z95832",3,2,1249,"Residential",112500,38.480126,-121.487869
"SACRAMENTO","z95832",3,2,1161,"Residential",114800,38.479593,-121.48434
"SACRAMENTO","z95823",3,1,1010,"Residential",116000,38.465551,-121.42661
"CAMERON_PARK","z95682",2,2,1005,"Condo",119000,38.681393,-120.996713
"SACRAMENTO","z95820",4,2,1462,"Residential",121500,38.528479,-121.411806
"SACRAMENTO","z95828",3,2,1269,"Residential",122000,38.47709,-121.410569
"SACRAMENTO","z95820",2,2,1188,"Residential",123675,38.532359,-121.41167
"SACRAMENTO","z95838",4,2,1570,"Residential",126854,38.631925,-121.427775
"SACRAMENTO","z95817",3,2,1093,"Residential",127059,38.546091,-121.457745
"SACRAMENTO","z95828",3,1,962,"Residential",128687,38.507339,-121.416267
"SACRAMENTO","z95823",3,2,1089,"Residential",129500,38.466388,-121.458861
"SACRAMENTO","z95824",3,2,1127,"Residential",130000,38.52049,-121.411383
"SACRAMENTO","z95822",4,2,1309,"Residential",131750,38.506382,-121.483574
"RIO_LINDA","z95673",2,1,970,"Residential",132000,38.695589,-121.444133
"SACRAMENTO","z95823",3,2,1144,"Residential",134000,38.462376,-121.426556
"RANCHO_CORDOVA","z95670",3,1,1000,"Residential",134000,38.593049,-121.30304
"LINCOLN","z95648",1,1.5,1065,"Condo",138000,38.88415,-121.270277
"ANTELOPE","z95843",3,2,1206,"Residential",142000,38.706175,-121.379776
"SACRAMENTO","z95825",3,1,1285,"Residential",143012,38.603593,-121.417011
"SACRAMENTO","z95828",3,2,1543,"Residential",145846,38.477563,-121.384382
"WEST_SACRAMENTO","z95691",2,1,884,"Residential",147000,38.563084,-121.535579
"SACRAMENTO","z95817",3,1,1019,"Residential",148750,38.54117,-121.458129
"SACRAMENTO","z95823",4,2,1392,"Residential",150000,38.46654,-121.419029
"SACRAMENTO","z95842",2,1,924,"Condo",150454,38.672567,-121.356754
"SACRAMENTO","z95823",3,2,1217,"Residential",151087,38.46616,-121.448283
"ANTELOPE","z95843",3,2,1670,"Residential",157296,38.725873,-121.35856
"SACRAMENTO","z95832",3,2,1302,"Residential",157500,38.473775,-121.493777
"SACRAMENTO","z95823",3,2,1488,"Residential",160000,38.502034,-121.456027
"NORTH_HIGHLANDS","z95660",3,2,1373,"Residential",160000,38.685361,-121.376938
"CITRUS_HEIGHTS","z95621",4,2,1381,"Residential",161250,38.717738,-121.308322
"SACRAMENTO","z95823",3,2,1265,"Residential",164000,38.462821,-121.433135
"SACRAMENTO","z95818",2,1,881,"Residential",165000,38.556178,-121.476256
"WEST_SACRAMENTO","z95691",4,2,1917,"Residential",165000,38.584526,-121.534609
"SACRAMENTO","z95829",4,2,1608,"Residential",165750,38.467012,-121.359969
"CITRUS_HEIGHTS","z95621",3,1,1344,"Residential",166000,38.681554,-121.312934
"SACRAMENTO","z95834",3,2,1202,"Residential",169000,38.634292,-121.485106
"LINCOLN","z95648",3,2,1104,"Residential",170000,38.893168,-121.305398
"ROSEVILLE","z95747",2,2,1057,"Condo",170000,38.795529,-121.328819
"SACRAMENTO","z95828",4,2,1859,"Multi_Family",170000,38.490606,-121.410173
"SACRAMENTO","z95832",3,2,1232,"Residential",170000,38.475853,-121.477039
"SACRAMENTO","z95828",3,1,1638,"Residential",170725,38.490822,-121.401643
"SACRAMENTO","z95831",2,2,1177,"Residential",171750,38.480859,-121.539745
"SACRAMENTO","z95833",3,2,1582,"Residential",172000,38.622794,-121.499173
"SACRAMENTO","z95823",2,2,904,"Residential",173056,38.502254,-121.451444
"ELK_GROVE","z95758",3,2,1340,"Residential",174000,38.433919,-121.422347
"SACRAMENTO","z95833",3,2,1204,"Residential",174250,38.62457,-121.486913
"ELK_GROVE","z95624",4,2,1477,"Residential",176850,38.44574,-121.3725
"SACRAMENTO","z95823",4,2,1497,"Residential",179500,38.45073,-121.427528
"FAIR_OAKS","z95628",3,1,960,"Residential",185000,38.667254,-121.240708
"LINCOLN","z95648",1,1.5,1194,"Condo",188000,38.88417,-121.270222
"SACRAMENTO","z95834",3,2,1428,"Residential",188700,38.634335,-121.486098
"SACRAMENTO","z95820",3,1,1039,"Residential",189000,38.530144,-121.43749
"FAIR_OAKS","z95628",3,1,1529,"Residential",189000,38.66745,-121.2364
"CITRUS_HEIGHTS","z95621",4,3,1892,"Residential",189836,38.699714,-121.311635
"SACRAMENTO","z95838",4,2,1887,"Residential",190000,38.649258,-121.465308
"ORANGEVALE","z95662",3,2,1294,"Residential",191250,38.687006,-121.254319
"SACRAMENTO","z95832",3,2,1638,"Residential",191675,38.477568,-121.492574
"SACRAMENTO","z95823",3,2,1677,"Residential",195500,38.46734,-121.419843
"CITRUS_HEIGHTS","z95621",3,1,1073,"Residential",198000,38.700717,-121.3133
"SACRAMENTO","z95838",3,2,1231,"Residential",200000,38.651386,-121.45042
"ELK_GROVE","z95758",3,2,1175,"Residential",200000,38.42442,-121.440357
"ELK_GROVE","z95624",3,2,1416,"Residential",200000,38.452075,-121.366461
"WEST_SACRAMENTO","z95691",1,1,936,"Residential",200100,38.569943,-121.527539
"SACRAMENTO","z95835",3,2,1358,"Residential",201528,38.68197,-121.500025
"ELK_GROVE","z95624",4,2,1609,"Residential",204750,38.438818,-121.37443
"SACRAMENTO","z95842",4,3,1968,"Residential",205000,38.68607,-121.342369
"SACRAMENTO","z95818",2,2,1089,"Residential",205000,38.555781,-121.485331
"CARMICHAEL","z95608",3,2,1296,"Residential",205900,38.623372,-121.347665
"ELK_GROVE","z95758",2,2,1189,"Residential",207000,38.424421,-121.443915
"SACRAMENTO","z95815",2,1,795,"Residential",207973,38.612694,-121.456669
"ROSEVILLE","z95747",3,2,1371,"Residential",208250,38.737882,-121.308142
"NORTH_HIGHLANDS","z95660",3,1,1310,"Residential",208318,38.694279,-121.373395
"GALT","z95632",3,2,1262,"Residential",209347,38.259708,-121.311616
"ELK_GROVE","z95624",4,2,1740,"Residential",211500,38.444,-121.370993
"ANTELOPE","z95843",3,2,1517,"Residential",212000,38.722959,-121.347115
"SACRAMENTO","z95828",3,2,1450,"Residential",213000,38.467836,-121.410366
"ELK_GROVE","z95624",3,2,1416,"Residential",216000,38.451398,-121.366614
"SACRAMENTO","z95828",3,1,888,"Residential",216021,38.508217,-121.411207
"CITRUS_HEIGHTS","z95610",3,2,1882,"Residential",219000,38.715423,-121.246743
"ELK_GROVE","z95757",3,2,1302,"Residential",219794,38.390893,-121.437821
"ELK_GROVE","z95758",3,2,1418,"Residential",220000,38.424497,-121.426595
"ROSEVILLE","z95678",3,2.5,1462,"Condo",220000,38.793152,-121.290025
"CARMICHAEL","z95608",4,2,1319,"Residential",220000,38.665104,-121.315901
"GALT","z95632",4,2,1770,"Residential",220000,38.289544,-121.284607
"SACRAMENTO","z95842",4,2,1627,"Residential",223000,38.69674,-121.350519
"SACRAMENTO","z95834",3,2,1665,"Residential",224000,38.631026,-121.501879
"SACRAMENTO","z95821",3,1,1040,"Residential",224000,38.629468,-121.376445
"NORTH_HIGHLANDS","z95660",3,1,960,"Residential",224252,38.70355,-121.375103
"CAMERON_PARK","z95682",3,4,1197,"Residential",224500,38.69757,-120.995739
"ORANGEVALE","z95662",3,1,1456,"Residential",225000,38.703056,-121.235221
"ELK_GROVE","z95757",3,2,1450,"Residential",228000,38.389756,-121.446246
"LINCOLN","z95648",3,2,1358,"Residential",229027,38.897814,-121.324691
"SACRAMENTO","z95823",4,2,1329,"Residential",229500,38.467936,-121.445477
"SACRAMENTO","z95823",4,2,1715,"Residential",230000,38.445342,-121.441504
"ELK_GROVE","z95758",3,2,1262,"Residential",230000,38.417382,-121.484325
"SACRAMENTO","z95829",4,3,2280,"Residential",232425,38.457679,-121.35962
"SACRAMENTO","z95823",3,2,1477,"Residential",234000,38.499893,-121.45889
"CITRUS_HEIGHTS","z95610",3,2,1216,"Residential",235000,38.708824,-121.256803
"ELK_GROVE","z95758",4,2,1685,"Residential",235301,38.417,-121.397424
"EL_DORADO_HILLS","z95762",3,2,1362,"Residential",235738,38.655245,-121.075915
