"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Class"
"7",-4.149,-0.008,1.215,0.39,-0.474,-0.4,-0.343,-0.344,0.886,"hEd"
"7",-3.581,-0.958,0.189,-0.077,0.451,0.049,0.449,-0.676,0.919,"hAd"
"7",-3.828,-0.836,-0.343,-0.466,0.116,1.172,-0.175,-0.275,0.117,"hYd"
"7",-3.82,-1.13,0.45,-0.471,0.665,0.298,-0.175,-0.473,0.848,"had"
"7",-3.949,-0.643,-0.986,-0.175,0.768,0.249,0.803,-1.479,0.168,"hOd"
"7",-4.471,-1.887,-0.799,0.719,0.938,0.239,0.342,-1.036,-0.06,"hod"
"7",-4.58,-0.753,-0.849,0.516,0.498,0.117,0.181,-1.256,-0.119,"hUd"
"7",-5.049,-0.678,-0.877,-0.09,0.005,0.253,-0.078,-0.178,0.131,"hud"
"7",-4.115,-0.738,0.132,0.658,0.329,-0.252,-0.123,-0.53,0.456,"hed"
"7",-5.143,1.216,1.898,-0.555,-0.466,-0.842,0.011,0.461,0.193,"hid"
"7",-4.403,0.551,1.496,0.673,-0.616,-0.787,-0.382,-0.696,1.139,"hId"
"7",-4.316,-0.087,1.285,0.126,-0.128,-0.286,-0.463,-0.294,0.691,"hEd"
"7",-3.622,-0.972,0.399,-0.402,0.527,0.271,0.373,-0.716,0.943,"hAd"
"7",-3.85,-1.055,-0.335,-0.164,0.41,0.913,-0.391,-0.338,0.26,"hYd"
"7",-3.962,-1.29,0.531,-0.17,0.528,0.282,-0.149,-0.603,1.139,"had"
"7",-3.894,-0.968,-0.671,-0.131,0.519,0.591,0.708,-1.515,0.121,"hOd"
"7",-4.469,-1.74,-0.886,0.447,0.883,0.374,0.577,-0.908,-0.089,"hod"
"7",-4.661,-0.497,-1.021,0.295,0.457,-0.019,0.345,-1.355,0.062,"hUd"
"7",-5.04,-1.721,-0.264,0.279,0.176,0.003,-0.609,-0.177,0.422,"hud"
"7",-4.169,-0.621,0.025,0.706,0.362,-0.343,-0.049,-0.339,0.22,"hed"
"7",-5.105,1.14,1.719,-0.443,-0.432,-0.969,-0.173,0.551,0.176,"hid"
"7",-4.544,0.643,1.281,0.504,-0.803,-0.709,-0.229,-0.546,1.058,"hId"
"7",-4.426,0.008,1.315,0.189,-0.297,-0.124,-0.244,-0.423,0.684,"hEd"
"7",-3.622,-1.108,0.685,-0.693,0.754,0.442,0.166,-0.458,0.738,"hAd"
"7",-3.597,-1.492,-0.142,-0.297,0.815,0.87,-0.49,-0.471,0.41,"hYd"
"7",-4.122,-1.34,0.615,0.03,0.353,0.345,-0.104,-0.54,0.988,"had"
"7",-4.065,-0.856,-0.221,-0.533,0.232,0.855,0.633,-1.452,0.272,"hOd"
"7",-4.513,-1.477,-1.09,0.215,0.829,0.342,0.693,-0.601,-0.056,"hod"
"7",-4.651,-0.823,-0.831,0.666,0.546,-0.3,0.094,-1.343,0.185,"hUd"
"7",-5.034,-1.633,-0.285,0.398,0.181,-0.211,-0.508,-0.283,0.304,"hud"
"7",-4.261,-0.482,-0.194,0.731,0.354,-0.478,0.05,-0.112,0.321,"hed"
"8",-1.149,-1.988,0.739,-0.06,1.206,0.864,1.196,-0.3,-0.467,"hid"
"8",-2.613,-0.54,0.484,0.389,1.741,0.198,0.257,-0.375,-0.604,"hId"
"8",-2.505,-0.593,0.304,0.496,0.824,-0.162,0.181,-0.363,-0.764,"hEd"
"8",-1.768,-1.142,-0.739,-0.086,0.12,-0.23,0.217,-0.009,-0.279,"hAd"
"8",-2.671,-0.514,0.133,-0.964,0.234,-0.071,1.192,0.254,-0.471,"hYd"
"8",-2.509,0.354,0.663,-0.724,0.418,-0.496,0.713,0.638,-0.204,"had"
"8",-2.764,0.727,1.54,-0.855,0.261,-1.11,0.227,0.42,0.991,"hOd"
"8",-3.816,0.224,-0.384,-1.733,0.434,-0.322,1.333,0.653,0.577,"hod"
"8",-3.839,0.83,0.982,-1.11,0.617,-0.751,0.084,0.309,1.125,"hUd"
"8",-4.982,0.96,1.253,-0.64,0.588,-0.484,-0.31,-0.246,1.18,"hud"
"8",-2.895,-0.151,0.218,-0.689,1.118,-0.264,0.922,0.757,0.327,"hed"
"8",-1.093,-2.091,0.844,0.009,1.247,0.891,1.453,-0.089,-0.4,"hid"
"8",-2.499,-0.82,0.346,0.347,1.696,0.245,0.689,-0.084,-0.596,"hId"
"8",-2.633,-0.372,0.439,0.437,0.907,-0.402,-0.04,-0.366,-0.741,"hEd"
"8",-1.707,-1.012,-0.622,-0.293,0.279,-0.276,0.477,0.05,-0.2,"hAd"
"8",-2.696,-0.52,0.294,-0.989,0.019,-0.066,1.106,0.361,-0.396,"hYd"
"8",-2.592,0.267,0.38,-0.777,0.487,-0.206,0.733,0.592,-0.403,"had"
"8",-2.733,0.761,1.694,-0.833,0.292,-1.069,0.266,0.369,1.034,"hOd"
"8",-3.835,0.29,-0.126,-1.68,0.195,-0.368,1.328,0.523,0.861,"hod"
"8",-3.915,0.781,0.643,-1.023,0.598,-0.718,0.274,0.376,0.77,"hUd"
"8",-4.848,0.932,1.615,-0.589,0.592,-0.446,-0.366,-0.447,1.294,"hud"
"8",-2.982,-0.1,0.362,-0.66,1.115,-0.305,0.859,0.637,0.344,"hed"
"8",-1.784,-1.661,1.324,0.289,1.303,0.924,1.307,-0.346,-0.521,"hid"
"8",-1.89,-1.161,0.027,-0.047,1.581,0.277,1.129,0.366,-0.25,"hId"
"8",-2.677,-0.061,0.517,0.222,1.102,-0.425,-0.096,-0.373,-0.484,"hEd"
"8",-1.716,-0.809,-0.515,-0.35,0.29,-0.404,0.678,0.172,-0.212,"hAd"
"8",-2.769,-0.194,0.349,-0.958,0.089,-0.245,1.004,0.6,-0.336,"hYd"
"8",-2.625,0.298,0.324,-1.05,0.746,0.067,0.603,0.342,-0.413,"had"
"8",-2.632,0.71,1.8,-0.75,0.33,-1.128,0.177,0.339,1.166,"hOd"
"8",-3.888,0.436,0.142,-1.526,-0.052,-0.503,1.085,0.511,0.976,"hod"
"8",-3.824,1.093,1.024,-1.09,0.56,-0.336,0.299,0.126,1.005,"hUd"
"8",-4.813,0.887,1.661,-0.534,0.747,-0.513,-0.448,-0.412,1.214,"hud"
"8",-2.971,-0.195,0.323,-0.625,0.941,-0.327,0.78,0.552,0.436,"hed"
"8",-2.698,-0.94,1.796,0.392,1.33,0.866,0.781,-0.838,-0.663,"hid"
"8",-1.358,-1.082,-0.148,-0.609,1.464,0.144,1.149,0.481,0.119,"hId"
"8",-2.594,-0.292,0.521,0.26,1.204,-0.337,0.261,-0.332,-0.51,"hEd"
"8",-1.793,-0.739,-0.396,-0.211,0.329,-0.403,0.604,0.197,-0.251,"hAd"
"8",-2.92,-0.116,0.451,-0.859,-0.035,-0.307,0.874,0.622,-0.301,"hYd"
"8",-2.696,0.436,0.657,-1.161,0.805,0.062,0.575,0.182,-0.334,"had"
"8",-2.484,0.624,1.951,-0.646,0.381,-1.106,0.036,0.24,1.291,"hOd"
"8",-3.989,0.304,0.209,-1.26,-0.205,-0.735,0.862,0.551,1.114,"hod"
"8",-3.776,0.92,0.722,-1.164,0.774,-0.01,0.657,0.248,1.055,"hUd"
"8",-4.717,0.853,1.98,-0.546,0.688,-0.434,-0.424,-0.636,1.245,"hud"
"8",-3.108,-0.389,0.249,-0.461,0.816,-0.226,0.818,0.387,0.303,"hed"
"8",-3.366,-0.405,1.643,0.603,1.226,0.524,0.293,-0.858,-0.668,"hid"
"8",-1.53,-0.925,0.054,-0.565,1.593,0.123,1.117,0.338,0.026,"hId"
"8",-1.817,-0.801,0.234,0.011,1.215,-0.161,0.809,0.018,-0.382,"hEd"
"8",-1.969,-0.671,-0.27,0.028,0.4,-0.444,0.53,0.061,-0.343,"hAd"
"8",-3.038,0.024,0.508,-0.737,-0.102,-0.358,0.706,0.6,-0.209,"hYd"
"8",-2.889,0.409,0.61,-1.018,0.992,0.005,0.518,-0.027,-0.326,"had"
"8",-2.71,0.754,1.903,-0.764,0.378,-1.123,0.162,0.405,1.163,"hOd"
"8",-3.992,0.167,0.086,-1.23,-0.216,-0.824,0.837,0.521,0.978,"hod"
"8",-3.81,0.527,0.478,-0.972,0.945,-0.28,0.719,0.482,0.829,"hUd"
"8",-4.683,0.888,2.302,-0.562,0.395,-0.401,-0.289,-0.839,1.165,"hud"
"8",-3.375,-0.822,0.382,-0.019,0.845,0.123,0.767,0.223,-0.337,"hed"
"8",-3.312,-0.504,1.39,0.86,1.257,0.222,0.314,-0.715,-0.765,"hid"
"8",-2.073,-0.73,0.296,-0.286,1.75,0.154,1.078,0.294,-0.174,"hId"
"8",-1.222,-0.716,0.004,-0.323,1.108,-0.148,0.773,0.387,-0.073,"hEd"
"8",-2.295,-0.619,-0.041,0.143,0.378,-0.602,0.335,-0.114,-0.391,"hAd"
"8",-2.968,0.13,0.676,-0.79,0.112,-0.507,0.762,0.625,-0.272,"hYd"
"8",-2.784,0.145,0.309,-0.931,1.342,0.017,0.589,-0.044,-0.273,"had"
"8",-3.073,0.949,1.541,-1.058,0.272,-0.961,0.449,0.619,0.969,"hOd"
"8",-3.958,-0.074,-0.19,-1.184,-0.11,-0.679,1.198,0.442,0.563,"hod"
"8",-3.947,0.305,0.462,-0.765,1.037,-0.618,0.741,0.345,0.269,"hUd"
"8",-4.756,0.959,2.287,-0.527,0.454,-0.41,-0.362,-0.862,1.088,"hud"
"8",-3.366,-0.898,0.258,0.282,0.835,0.29,0.681,0.431,-0.461,"hed"
"9",-3.137,-1.157,1.589,0.204,1.898,0.17,0.676,-1.033,-0.635,"hid"
"9",-3.262,-0.791,1.528,-0.021,0.977,-0.121,0.499,-0.99,-0.621,"hId"
"9",-2.045,-1.46,0.652,-0.701,0.352,-0.087,0.793,-0.567,-0.013,"hEd"
"9",-1.993,-1.13,0.556,-1.223,0.485,0.211,-0.04,-0.294,-0.548,"hAd"
"9",-2.765,-2.02,0.213,-0.772,0.852,0.252,-0.193,-0.202,-0.093,"hYd"
"9",-2.55,-1.137,0.09,-0.948,0.217,0.051,0.723,-0.558,-0.204,"had"
"9",-3.297,-0.859,-0.301,-1.02,0.798,0.288,0.855,-0.528,-0.662,"hOd"
"9",-4.047,-0.423,0.147,-1.273,0.203,0.317,0.531,0.584,-0.11,"hod"
"9",-4.101,-0.802,0.062,-0.733,1.304,-0.145,0.443,0.049,-0.611,"hUd"
"9",-4.693,-0.136,0.587,-0.731,1.055,-0.104,-0.021,0.637,-0.192,"hud"
"9",-3.73,-0.801,0.555,-0.427,0.791,0.196,0.65,-0.744,-0.372,"hed"
"9",-3.019,-1.265,1.497,0.171,1.997,0.178,0.847,-1.16,-0.548,"hid"
"9",-3.339,-0.747,1.505,-0.068,1.007,-0.017,0.377,-0.775,-0.899,"hId"
"9",-2.008,-1.489,0.654,-0.685,0.313,-0.085,0.856,-0.516,-0.053,"hEd"
"9",-1.951,-1.039,0.586,-1.166,0.345,0.33,-0.108,-0.198,-0.609,"hAd"
"9",-2.785,-1.924,0.225,-0.985,1.076,0.07,-0.071,-0.257,-0.135,"hYd"
"9",-2.538,-1.029,0.146,-0.922,0.201,-0.058,0.835,-0.712,-0.074,"had"
"9",-3.231,-1.161,-0.315,-0.816,0.87,0.311,0.677,-0.565,-0.7,"hOd"
"9",-4.033,-0.586,0.127,-1.447,0.62,0.197,0.711,0.48,-0.306,"hod"
"9",-4.13,-1.141,0.183,-0.498,1.324,-0.399,0.675,-0.339,-0.694,"hUd"
"9",-4.718,-0.203,0.651,-0.883,1.413,-0.663,0.583,0.237,-0.307,"hud"
"9",-3.7,-0.675,0.441,-0.383,0.89,0.176,0.594,-0.677,-0.408,"hed"
"9",-2.973,-1.273,1.519,0.195,1.98,0.131,0.832,-1.157,-0.547,"hid"
"9",-3.485,-0.674,1.395,-0.027,1.039,-0.047,0.384,-0.761,-0.934,"hId"
"9",-1.929,-1.415,0.598,-0.579,0.215,-0.061,0.733,-0.333,-0.235,"hEd"
"9",-1.928,-0.997,0.672,-1.287,0.381,0.249,0.006,-0.167,-0.637,"hAd"
"9",-2.823,-2.012,0.234,-0.919,1.103,0.091,-0.177,-0.143,-0.09,"hYd"
"9",-2.521,-0.954,0.232,-0.918,0.253,-0.094,0.833,-0.704,-0.092,"had"
"9",-3.173,-1.501,-0.37,-0.437,0.974,0.179,0.556,-0.794,-0.549,"hOd"
"9",-4.049,-0.558,0.064,-1.676,1.024,0.047,1.024,-0.091,-0.283,"hod"
"9",-4.13,-1.424,0.359,-0.273,1.297,-0.454,0.62,-0.527,-0.709,"hUd"
"9",-4.753,-0.189,0.656,-0.984,1.443,-0.652,0.546,0.123,-0.326,"hud"
"9",-3.725,-0.737,0.433,-0.369,1.047,0.12,0.425,-0.678,-0.391,"hed"
"9",-3,-1.238,1.529,0.187,2.028,0.104,0.759,-1.18,-0.634,"hid"
"9",-3.587,-0.617,1.34,-0.022,1.103,-0.072,0.368,-0.854,-0.767,"hId"
"9",-1.895,-1.388,0.638,-0.614,0.246,-0.033,0.693,-0.27,-0.346,"hEd"
"9",-1.925,-0.999,0.634,-1.27,0.207,0.385,0.004,-0.141,-0.624,"hAd"
"9",-2.797,-1.936,0.147,-0.921,1.24,-0.082,-0.006,-0.214,-0.064,"hYd"
"9",-2.561,-0.955,0.214,-0.841,0.386,-0.083,0.74,-0.612,-0.196,"had"
"9",-3.152,-1.573,-0.204,-0.485,0.723,0.308,0.652,-0.872,-0.586,"hOd"
"9",-4.064,-0.545,0.03,-1.645,0.904,0.103,0.907,0.05,-0.322,"hod"
"9",-4.139,-1.464,0.459,-0.066,1.045,-0.146,0.172,-0.124,-0.864,"hUd"
"9",-4.782,-0.071,0.663,-0.913,1.012,-0.033,-0.103,0.483,-0.202,"hud"
"9",-3.731,-0.705,0.453,-0.372,1.149,0.046,0.323,-0.627,-0.331,"hed"
"9",-3.055,-1.217,1.562,0.186,2.059,0.054,0.639,-1.121,-0.757,"hid"
"9",-3.711,-0.584,1.428,-0.033,1.062,-0.127,0.328,-1.092,-0.565,"hId"
"9",-1.926,-1.433,0.716,-0.588,0.269,-0.044,0.716,-0.245,-0.285,"hEd"
"9",-1.948,-1.012,0.537,-1.229,0.183,0.46,-0.002,-0.178,-0.576,"hAd"
"9",-2.8,-1.726,0.036,-0.941,1.039,0.191,0.044,-0.165,-0.234,"hYd"
"9",-2.691,-1.067,0.174,-0.649,0.431,-0.017,0.655,-0.498,-0.292,"had"
"9",-3.19,-1.659,-0.182,-0.436,0.828,0.272,0.502,-0.857,-0.516,"hOd"
"9",-4.074,-0.555,0.052,-1.603,0.73,-0.061,0.981,0.249,-0.25,"hod"
"9",-4.174,-1.43,0.417,0.267,0.918,-0.118,-0.267,-0.162,-0.71,"hUd"
"9",-4.827,-0.099,0.599,-0.723,0.741,0.089,-0.214,0.518,-0.074,"hud"
"9",-3.735,-0.818,0.463,-0.221,1.144,0.023,0.224,-0.745,-0.325,"hed"
"9",-3.117,-1.228,1.635,0.223,2.026,0.036,0.569,-1.15,-0.767,"hid"
"9",-3.871,-0.606,1.428,0.044,0.844,-0.013,0.126,-1.218,-0.553,"hId"
"9",-2.029,-1.482,0.813,-0.681,0.422,0.016,0.751,-0.3,-0.237,"hEd"
"9",-1.998,-1.005,0.519,-1.236,0.398,0.273,0.151,-0.319,-0.49,"hAd"
"9",-2.914,-1.567,0.067,-1.051,1.207,0.006,0.289,-0.325,-0.343,"hYd"
"9",-2.937,-1.291,0.355,-0.372,0.57,0.045,0.452,-0.705,-0.263,"had"
"9",-3.239,-1.406,-0.455,-0.454,1.219,0.078,0.383,-0.776,-0.413,"hOd"
"9",-4.069,-0.614,-0.06,-1.462,0.476,0.381,0.589,0.405,-0.259,"hod"
"9",-4.235,-1.593,0.814,0.288,0.805,-0.566,-0.247,-0.409,-0.556,"hUd"
"9",-4.884,-0.279,0.496,-0.67,0.792,-0.005,-0.137,0.532,-0.184,"hud"
"9",-3.756,-0.716,0.529,-0.284,1.121,0.022,0.127,-0.782,-0.394,"hed"
"10",-4.066,-0.382,1.679,0.121,1.617,0.504,-0.315,-0.226,-0.873,"hid"
"10",-2.966,-1.057,1.36,0.152,1.435,0.197,0.926,-0.45,-0.637,"hId"
"10",-2.695,-0.986,0.172,0.499,0.372,0.088,0.63,-0.721,-0.256,"hEd"
"10",-2.482,-1.289,0.112,0.285,0.096,0.022,0.832,-0.333,-0.764,"hAd"
"10",-2.742,-0.129,-0.49,-0.573,0.868,0.07,0.771,0.053,-0.939,"hYd"
"10",-2.434,-1.341,-0.411,0.372,0.843,-0.022,0.336,0.123,-0.747,"had"
"10",-2.973,-0.396,-0.719,-0.669,0.923,0.293,1.009,0.14,-1.098,"hOd"
"10",-4.103,0.255,-0.103,-0.994,0.097,-0.345,2.039,0.02,-0.43,"hod"
"10",-3.863,-0.996,0.486,-0.348,0.19,0.558,1.342,0.176,-0.318,"hUd"
"10",-4.611,-0.856,1.161,-0.612,0.469,0.162,0.705,0.37,-0.916,"hud"
"10",-3.548,-0.85,0.374,0.168,0.318,0.463,0.863,-1.131,-0.334,"hed"
"10",-4.052,-0.314,1.734,0.127,1.667,0.512,-0.377,-0.358,-0.855,"hid"
"10",-3.034,-1.007,1.453,0.155,1.48,0.179,1.005,-0.54,-0.563,"hId"
"10",-2.667,-1.054,0.232,0.537,0.352,0.163,0.55,-0.688,-0.295,"hEd"
"10",-2.395,-1.496,0.372,0.065,0.009,0.149,0.813,-0.484,-0.672,"hAd"
"10",-2.758,-0.282,-0.449,-0.485,0.788,0.12,0.792,0.023,-0.949,"hYd"
"10",-2.464,-0.975,-0.651,0.158,1.047,-0.145,0.203,0.246,-0.745,"had"
"10",-3.045,0.171,-0.605,-1.027,0.924,0.353,0.897,0.365,-0.871,"hOd"
"10",-4.089,0.315,-0.05,-0.929,0.018,-0.35,1.77,0.244,-0.301,"hod"
"10",-3.989,-1.1,0.374,-0.12,0.291,0.663,0.96,0.023,-0.477,"hUd"
"10",-4.602,-0.959,0.828,-0.298,0.315,0.423,0.57,0.387,-0.617,"hud"
"10",-3.707,-0.494,0.402,0.183,0.186,0.234,1.029,-0.856,-0.408,"hed"
"10",-3.894,-0.407,1.973,0.043,1.891,0.411,-0.095,-0.436,-1.015,"hid"
"10",-3.053,-1.024,1.422,0.184,1.473,0.261,0.983,-0.431,-0.717,"hId"
"10",-2.615,-1.162,0.395,0.459,0.345,0.298,0.456,-0.62,-0.307,"hEd"
"10",-2.303,-1.493,0.305,0.047,0.056,0.026,0.902,-0.522,-0.645,"hAd"
"10",-2.79,0.036,-0.44,-0.604,0.811,0.098,0.723,0.134,-0.91,"hYd"
"10",-2.445,-0.816,-0.743,0.076,1.117,-0.057,0.018,0.281,-0.72,"had"
"10",-3.024,0.35,-0.577,-1.183,0.872,0.556,0.762,0.395,-0.665,"hOd"
"10",-3.983,0.096,-0.333,-1.01,0.169,-0.108,1.674,0.262,-0.231,"hod"
"10",-3.96,-1.235,0.152,0.031,0.664,0.558,0.841,-0.133,-0.317,"hUd"
"10",-4.617,-0.909,0.604,-0.341,0.636,0.294,0.527,0.48,-0.558,"hud"
"10",-3.789,-0.372,0.568,0.123,0.185,0.078,1.006,-0.722,-0.391,"hed"
"10",-3.676,-0.563,2.377,0.096,1.854,0.303,0.296,-0.358,-1.205,"hid"
"10",-3.033,-1.077,1.266,0.196,1.453,0.317,0.947,-0.324,-0.828,"hId"
"10",-2.6,-1.315,0.589,0.311,0.364,0.451,0.35,-0.556,-0.314,"hEd"
"10",-2.316,-1.365,0.181,0.206,0.071,0.037,0.814,-0.332,-0.753,"hAd"
"10",-2.7,-0.043,-0.528,-0.626,0.917,0.167,0.652,0.1,-0.937,"hYd"
"10",-2.444,-0.487,-0.814,-0.151,1.285,0.077,-0.064,0.287,-0.638,"had"
"10",-2.969,0.504,-0.487,-1.371,0.704,0.66,0.676,0.469,-0.525,"hOd"
"10",-3.878,-0.155,-0.668,-1.207,0.541,0.022,1.972,-0.029,-0.29,"hod"
"10",-3.896,-0.816,-0.014,-0.125,0.168,0.307,1.203,0.246,-0.118,"hUd"
"10",-4.717,-0.682,0.532,-0.48,0.731,0.174,0.493,0.635,-0.473,"hud"
"10",-3.689,-0.389,0.376,0.136,0.343,0.156,1.01,-0.611,-0.551,"hed"
"10",-3.644,-0.579,2.307,0.046,1.945,0.28,0.272,-0.539,-1.226,"hid"
"10",-3.034,-0.946,0.931,0.128,1.514,0.142,0.932,-0.104,-0.974,"hId"
"10",-2.817,-1.127,0.707,0.399,0.406,0.289,0.319,-0.691,-0.379,"hEd"
"10",-2.382,-1.096,-0.103,0.369,0.204,-0.125,0.752,-0.136,-0.959,"hAd"
"10",-2.54,-0.377,-0.745,-0.562,0.981,0.303,0.539,0.127,-0.959,"hYd"
"10",-2.505,-0.184,-0.792,-0.316,1.363,0.302,-0.121,0.214,-0.622,"had"
"10",-2.951,0.832,-0.387,-1.502,0.272,0.756,0.538,0.616,-0.399,"hOd"
"10",-3.979,0.169,-0.598,-1.412,0.569,0.009,1.939,0.094,-0.149,"hod"
"10",-4.083,-0.375,0.52,-0.019,-0.211,-0.172,1.054,0.387,0.168,"hUd"
"10",-4.805,-0.501,0.602,-0.532,0.745,0.09,0.445,0.756,-0.42,"hud"
"10",-3.661,-0.433,0.34,0.098,0.363,0.246,0.911,-0.415,-0.507,"hed"
"10",-3.337,-0.79,2.129,-0.058,2.079,0.295,0.246,-0.687,-1.241,"hid"
"10",-3,-0.855,0.803,-0.008,1.795,-0.01,1.07,-0.061,-1.046,"hId"
"10",-3.047,-0.799,0.507,0.524,0.507,0.044,0.302,-0.731,-0.431,"hEd"
"10",-2.45,-1.08,-0.09,0.367,0.324,-0.164,0.684,-0.181,-1.013,"hAd"
"10",-2.544,-0.067,-0.787,-0.903,0.97,0.524,0.32,0.283,-0.822,"hYd"
"10",-2.703,0.205,-0.63,-0.345,1.229,0.403,-0.032,0.247,-0.696,"had"
"10",-3.015,0.996,-0.455,-1.514,0.047,0.864,0.468,0.657,-0.343,"hOd"
"10",-4.122,0.529,-0.176,-1.307,0.132,-0.279,1.353,0.458,-0.009,"hod"
"10",-4.047,-0.597,0.823,-0.266,0.048,0.049,0.882,0.359,-0.203,"hUd"
"10",-4.893,-0.464,0.538,-0.327,0.496,0.27,0.47,0.742,-0.141,"hud"
"10",-3.664,-0.459,0.482,0.082,0.221,0.185,0.861,-0.237,-0.413,"hed"
"11",-2.463,-1.264,1.15,0.234,1.833,0.066,0.738,-1.382,-0.498,"hid"
"11",-2.913,-0.819,1.245,0.419,1.17,0.051,0.328,-0.96,-0.614,"hId"
"11",-2.012,-1.029,0.205,0.661,0.359,0.456,0.372,-0.939,-0.613,"hEd"
"11",-2.101,-0.322,-0.363,0.026,0.116,0.162,-0.074,-0.106,-0.397,"hAd"
"11",-2.565,-0.269,0.187,-0.656,0.267,-0.328,0.184,0.348,-0.511,"hYd"
"11",-2.346,-0.283,0.393,-0.416,0.268,-0.463,0.387,0.253,-0.504,"had"
"11",-3.008,-0.9,0.214,-0.565,-0.197,0.449,0.305,0.413,-0.3,"hOd"
"11",-3.823,-2.07,0.245,-0.442,1.125,0.73,0.538,-0.006,-0.64,"hod"
"11",-4.019,-1.058,-0.2,-0.545,1.348,0.351,0.82,-0.868,-0.434,"hUd"
"11",-4.022,-0.623,1.461,0.02,1.904,-0.074,0.464,-0.541,-0.211,"hud"
"11",-3.209,-0.394,0.555,0.425,0.313,0.067,0.077,-0.163,-0.944,"hed"
"11",-2.377,-1.371,1.09,0.24,1.843,0.107,0.702,-1.256,-0.62,"hid"
"11",-2.961,-0.8,0.962,0.658,1.012,0.347,-0.015,-0.425,-0.746,"hId"
"11",-2.207,-0.627,0.024,0.912,0.662,0.241,0.348,-0.702,-0.912,"hEd"
"11",-2.131,-0.302,-0.272,0.012,0.067,0.149,0.022,-0.133,-0.322,"hAd"
"11",-2.596,-0.208,0.208,-0.574,0.146,-0.214,0.116,0.395,-0.541,"hYd"
"11",-2.378,-0.243,0.407,-0.428,0.229,-0.293,0.297,0.372,-0.512,"had"
"11",-3.117,-0.746,-0.047,-0.427,-0.053,0.453,0.305,0.541,-0.489,"hOd"
"11",-3.911,-1.965,0.132,-0.209,0.929,0.811,0.495,-0.142,-0.519,"hod"
