"year","yearmonthf","monthf","week","monthweek","weekdayf","VIX.Close"
2013,"Aug 2013","Aug",34,5,"Tue",16.82
2013,"Aug 2013","Aug",34,5,"Wed",16.49
2013,"Aug 2013","Aug",34,5,"Thu",16.809999
2013,"Aug 2013","Aug",34,5,"Fri",17.01
2013,"Sep 2013","Sep",35,1,"Tue",16.610001
2013,"Sep 2013","Sep",35,1,"Wed",15.88
2013,"Sep 2013","Sep",35,1,"Thu",15.77
2013,"Sep 2013","Sep",35,1,"Fri",15.85
2013,"Sep 2013","Sep",36,2,"Mon",15.63
2013,"Sep 2013","Sep",36,2,"Tue",14.53
2013,"Sep 2013","Sep",36,2,"Wed",13.82
2013,"Sep 2013","Sep",36,2,"Thu",14.29
2013,"Sep 2013","Sep",36,2,"Fri",14.16
2013,"Sep 2013","Sep",37,3,"Mon",14.42
2013,"Sep 2013","Sep",37,3,"Tue",14.53
2013,"Sep 2013","Sep",37,3,"Wed",13.59
2013,"Sep 2013","Sep",37,3,"Thu",13.16
2013,"Sep 2013","Sep",37,3,"Fri",13.12
2013,"Sep 2013","Sep",38,4,"Mon",14.31
2013,"Sep 2013","Sep",38,4,"Tue",14.08
2013,"Sep 2013","Sep",38,4,"Wed",14.01
2013,"Sep 2013","Sep",38,4,"Thu",14.06
2013,"Sep 2013","Sep",38,4,"Fri",15.46
2013,"Sep 2013","Sep",39,5,"Mon",16.6
2013,"Oct 2013","Oct",39,1,"Tue",15.54
2013,"Oct 2013","Oct",39,1,"Wed",16.6
2013,"Oct 2013","Oct",39,1,"Thu",17.67
2013,"Oct 2013","Oct",39,1,"Fri",16.74
2013,"Oct 2013","Oct",40,2,"Mon",19.41
2013,"Oct 2013","Oct",40,2,"Tue",20.34
2013,"Oct 2013","Oct",40,2,"Wed",19.6
2013,"Oct 2013","Oct",40,2,"Thu",16.48
2013,"Oct 2013","Oct",40,2,"Fri",15.72
2013,"Oct 2013","Oct",41,3,"Mon",16.07
2013,"Oct 2013","Oct",41,3,"Tue",18.66
2013,"Oct 2013","Oct",41,3,"Wed",14.71
2013,"Oct 2013","Oct",41,3,"Thu",13.48
2013,"Oct 2013","Oct",41,3,"Fri",13.04
2013,"Oct 2013","Oct",42,4,"Mon",13.16
2013,"Oct 2013","Oct",42,4,"Tue",13.33
2013,"Oct 2013","Oct",42,4,"Wed",13.42
2013,"Oct 2013","Oct",42,4,"Thu",13.2
2013,"Oct 2013","Oct",42,4,"Fri",13.09
2013,"Oct 2013","Oct",43,5,"Mon",13.31
2013,"Oct 2013","Oct",43,5,"Tue",13.41
2013,"Oct 2013","Oct",43,5,"Wed",13.65
2013,"Oct 2013","Oct",43,5,"Thu",13.75
2013,"Nov 2013","Nov",43,1,"Fri",13.28
2013,"Nov 2013","Nov",44,2,"Mon",12.93
2013,"Nov 2013","Nov",44,2,"Tue",13.27
2013,"Nov 2013","Nov",44,2,"Wed",12.68
2013,"Nov 2013","Nov",44,2,"Thu",13.91
2013,"Nov 2013","Nov",44,2,"Fri",12.9
2013,"Nov 2013","Nov",45,3,"Mon",12.53
2013,"Nov 2013","Nov",45,3,"Tue",12.82
2013,"Nov 2013","Nov",45,3,"Wed",12.52
2013,"Nov 2013","Nov",45,3,"Thu",12.37
2013,"Nov 2013","Nov",45,3,"Fri",12.19
2013,"Nov 2013","Nov",46,4,"Mon",13.1
2013,"Nov 2013","Nov",46,4,"Tue",13.42
2013,"Nov 2013","Nov",46,4,"Wed",13.4
2013,"Nov 2013","Nov",46,4,"Thu",12.66
2013,"Nov 2013","Nov",46,4,"Fri",12.26
2013,"Nov 2013","Nov",47,5,"Mon",12.79
2013,"Nov 2013","Nov",47,5,"Tue",12.81
2013,"Nov 2013","Nov",47,5,"Wed",12.98
2013,"Nov 2013","Nov",47,5,"Fri",13.7
2013,"Dec 2013","Dec",48,1,"Mon",14.23
2013,"Dec 2013","Dec",48,1,"Tue",14.55
2013,"Dec 2013","Dec",48,1,"Wed",14.7
2013,"Dec 2013","Dec",48,1,"Thu",15.08
2013,"Dec 2013","Dec",48,1,"Fri",13.79
2013,"Dec 2013","Dec",49,2,"Mon",13.49
2013,"Dec 2013","Dec",49,2,"Tue",13.91
2013,"Dec 2013","Dec",49,2,"Wed",15.35
2013,"Dec 2013","Dec",49,2,"Thu",15.54
2013,"Dec 2013","Dec",49,2,"Fri",15.76
2013,"Dec 2013","Dec",50,3,"Mon",16.030001
2013,"Dec 2013","Dec",50,3,"Tue",16.209999
2013,"Dec 2013","Dec",50,3,"Wed",13.8
2013,"Dec 2013","Dec",50,3,"Thu",14.15
2013,"Dec 2013","Dec",50,3,"Fri",13.79
2013,"Dec 2013","Dec",51,4,"Mon",13.04
2013,"Dec 2013","Dec",51,4,"Tue",12.48
2013,"Dec 2013","Dec",51,4,"Thu",12.33
2013,"Dec 2013","Dec",51,4,"Fri",12.46
2013,"Dec 2013","Dec",52,5,"Mon",13.56
2013,"Dec 2013","Dec",52,5,"Tue",13.72
2014,"Jan 2014","Jan",0,1,"Thu",14.23
2014,"Jan 2014","Jan",0,1,"Fri",13.76
2014,"Jan 2014","Jan",1,2,"Mon",13.55
2014,"Jan 2014","Jan",1,2,"Tue",12.92
2014,"Jan 2014","Jan",1,2,"Wed",12.87
2014,"Jan 2014","Jan",1,2,"Thu",12.89
2014,"Jan 2014","Jan",1,2,"Fri",12.14
2014,"Jan 2014","Jan",2,3,"Mon",13.28
2014,"Jan 2014","Jan",2,3,"Tue",12.28
2014,"Jan 2014","Jan",2,3,"Wed",12.28
2014,"Jan 2014","Jan",2,3,"Thu",12.53
2014,"Jan 2014","Jan",2,3,"Fri",12.44
2014,"Jan 2014","Jan",3,4,"Tue",12.87
2014,"Jan 2014","Jan",3,4,"Wed",12.84
2014,"Jan 2014","Jan",3,4,"Thu",13.77
2014,"Jan 2014","Jan",3,4,"Fri",17.879999
2014,"Jan 2014","Jan",4,5,"Mon",17.42
2014,"Jan 2014","Jan",4,5,"Tue",15.8
2014,"Jan 2014","Jan",4,5,"Wed",17.35
2014,"Jan 2014","Jan",4,5,"Thu",17.290001
2014,"Jan 2014","Jan",4,5,"Fri",18.41
2014,"Feb 2014","Feb",5,1,"Mon",21.440001
2014,"Feb 2014","Feb",5,1,"Tue",19.110001
2014,"Feb 2014","Feb",5,1,"Wed",19.950001
2014,"Feb 2014","Feb",5,1,"Thu",17.23
2014,"Feb 2014","Feb",5,1,"Fri",15.31
2014,"Feb 2014","Feb",6,2,"Mon",15.26
2014,"Feb 2014","Feb",6,2,"Tue",14.51
2014,"Feb 2014","Feb",6,2,"Wed",14.3
2014,"Feb 2014","Feb",6,2,"Thu",14.14
2014,"Feb 2014","Feb",6,2,"Fri",13.57
2014,"Feb 2014","Feb",7,3,"Tue",13.87
2014,"Feb 2014","Feb",7,3,"Wed",15.5
2014,"Feb 2014","Feb",7,3,"Thu",14.79
2014,"Feb 2014","Feb",7,3,"Fri",14.68
2014,"Feb 2014","Feb",8,4,"Mon",14.23
2014,"Feb 2014","Feb",8,4,"Tue",13.67
2014,"Feb 2014","Feb",8,4,"Wed",14.35
2014,"Feb 2014","Feb",8,4,"Thu",14.04
2014,"Feb 2014","Feb",8,4,"Fri",14
2014,"Mar 2014","Mar",9,1,"Mon",16
2014,"Mar 2014","Mar",9,1,"Tue",14.1
2014,"Mar 2014","Mar",9,1,"Wed",13.89
2014,"Mar 2014","Mar",9,1,"Thu",14.21
2014,"Mar 2014","Mar",9,1,"Fri",14.11
2014,"Mar 2014","Mar",10,2,"Mon",14.2
2014,"Mar 2014","Mar",10,2,"Tue",14.8
2014,"Mar 2014","Mar",10,2,"Wed",14.47
2014,"Mar 2014","Mar",10,2,"Thu",16.219999
2014,"Mar 2014","Mar",10,2,"Fri",17.82
2014,"Mar 2014","Mar",11,3,"Mon",15.64
2014,"Mar 2014","Mar",11,3,"Tue",14.52
2014,"Mar 2014","Mar",11,3,"Wed",15.12
2014,"Mar 2014","Mar",11,3,"Thu",14.52
2014,"Mar 2014","Mar",11,3,"Fri",15
2014,"Mar 2014","Mar",12,4,"Mon",15.09
2014,"Mar 2014","Mar",12,4,"Tue",14.02
2014,"Mar 2014","Mar",12,4,"Wed",14.93
2014,"Mar 2014","Mar",12,4,"Thu",14.62
2014,"Mar 2014","Mar",12,4,"Fri",14.41
2014,"Mar 2014","Mar",13,5,"Mon",13.88
2014,"Apr 2014","Apr",13,1,"Tue",13.1
2014,"Apr 2014","Apr",13,1,"Wed",13.09
2014,"Apr 2014","Apr",13,1,"Thu",13.37
2014,"Apr 2014","Apr",13,1,"Fri",13.96
2014,"Apr 2014","Apr",14,2,"Mon",15.57
2014,"Apr 2014","Apr",14,2,"Tue",14.89
2014,"Apr 2014","Apr",14,2,"Wed",13.82
2014,"Apr 2014","Apr",14,2,"Thu",15.89
2014,"Apr 2014","Apr",14,2,"Fri",17.030001
2014,"Apr 2014","Apr",15,3,"Mon",16.18
2014,"Apr 2014","Apr",15,3,"Tue",15.61
2014,"Apr 2014","Apr",15,3,"Wed",14.18
2014,"Apr 2014","Apr",15,3,"Thu",13.36
2014,"Apr 2014","Apr",16,4,"Mon",13.25
2014,"Apr 2014","Apr",16,4,"Tue",13.19
2014,"Apr 2014","Apr",16,4,"Wed",13.27
2014,"Apr 2014","Apr",16,4,"Thu",13.32
2014,"Apr 2014","Apr",16,4,"Fri",14.06
2014,"Apr 2014","Apr",17,5,"Mon",13.97
2014,"Apr 2014","Apr",17,5,"Tue",13.71
2014,"Apr 2014","Apr",17,5,"Wed",13.41
2014,"May 2014","May",17,1,"Thu",13.25
2014,"May 2014","May",17,1,"Fri",12.91
2014,"May 2014","May",18,2,"Mon",13.29
2014,"May 2014","May",18,2,"Tue",13.8
2014,"May 2014","May",18,2,"Wed",13.4
2014,"May 2014","May",18,2,"Thu",13.43
2014,"May 2014","May",18,2,"Fri",12.92
2014,"May 2014","May",19,3,"Mon",12.23
2014,"May 2014","May",19,3,"Tue",12.13
2014,"May 2014","May",19,3,"Wed",12.17
2014,"May 2014","May",19,3,"Thu",13.17
2014,"May 2014","May",19,3,"Fri",12.44
2014,"May 2014","May",20,4,"Mon",12.42
2014,"May 2014","May",20,4,"Tue",12.96
2014,"May 2014","May",20,4,"Wed",11.91
2014,"May 2014","May",20,4,"Thu",12.03
2014,"May 2014","May",20,4,"Fri",11.36
2014,"May 2014","May",21,5,"Tue",11.51
2014,"May 2014","May",21,5,"Wed",11.68
2014,"May 2014","May",21,5,"Thu",11.57
2014,"May 2014","May",21,5,"Fri",11.4
2014,"Jun 2014","Jun",22,1,"Mon",11.58
2014,"Jun 2014","Jun",22,1,"Tue",11.87
2014,"Jun 2014","Jun",22,1,"Wed",12.08
2014,"Jun 2014","Jun",22,1,"Thu",11.68
2014,"Jun 2014","Jun",22,1,"Fri",10.73
2014,"Jun 2014","Jun",23,2,"Mon",11.15
2014,"Jun 2014","Jun",23,2,"Tue",10.99
2014,"Jun 2014","Jun",23,2,"Wed",11.6
2014,"Jun 2014","Jun",23,2,"Thu",12.56
2014,"Jun 2014","Jun",23,2,"Fri",12.18
2014,"Jun 2014","Jun",24,3,"Mon",12.65
2014,"Jun 2014","Jun",24,3,"Tue",12.06
2014,"Jun 2014","Jun",24,3,"Wed",10.61
2014,"Jun 2014","Jun",24,3,"Thu",10.62
2014,"Jun 2014","Jun",24,3,"Fri",10.85
2014,"Jun 2014","Jun",25,4,"Mon",10.98
2014,"Jun 2014","Jun",25,4,"Tue",12.13
2014,"Jun 2014","Jun",25,4,"Wed",11.59
2014,"Jun 2014","Jun",25,4,"Thu",11.63
2014,"Jun 2014","Jun",25,4,"Fri",11.26
2014,"Jun 2014","Jun",26,5,"Mon",11.57
2014,"Jul 2014","Jul",26,1,"Tue",11.15
2014,"Jul 2014","Jul",26,1,"Wed",10.82
2014,"Jul 2014","Jul",26,1,"Thu",10.32
2014,"Jul 2014","Jul",27,2,"Mon",11.33
2014,"Jul 2014","Jul",27,2,"Tue",11.98
2014,"Jul 2014","Jul",27,2,"Wed",11.65
2014,"Jul 2014","Jul",27,2,"Thu",12.59
2014,"Jul 2014","Jul",27,2,"Fri",12.08
2014,"Jul 2014","Jul",28,3,"Mon",11.82
2014,"Jul 2014","Jul",28,3,"Tue",11.96
2014,"Jul 2014","Jul",28,3,"Wed",11
2014,"Jul 2014","Jul",28,3,"Thu",14.54
2014,"Jul 2014","Jul",28,3,"Fri",12.06
2014,"Jul 2014","Jul",29,4,"Mon",12.81
2014,"Jul 2014","Jul",29,4,"Tue",12.24
2014,"Jul 2014","Jul",29,4,"Wed",11.52
2014,"Jul 2014","Jul",29,4,"Thu",11.84
2014,"Jul 2014","Jul",29,4,"Fri",12.69
2014,"Jul 2014","Jul",30,5,"Mon",12.56
2014,"Jul 2014","Jul",30,5,"Tue",13.28
2014,"Jul 2014","Jul",30,5,"Wed",13.33
2014,"Jul 2014","Jul",30,5,"Thu",16.950001
2014,"Aug 2014","Aug",30,1,"Fri",17.030001
2014,"Aug 2014","Aug",31,2,"Mon",15.12
2014,"Aug 2014","Aug",31,2,"Tue",16.870001
2014,"Aug 2014","Aug",31,2,"Wed",16.370001
2014,"Aug 2014","Aug",31,2,"Thu",16.66
2014,"Aug 2014","Aug",31,2,"Fri",15.77
2014,"Aug 2014","Aug",32,3,"Mon",14.23
2014,"Aug 2014","Aug",32,3,"Tue",14.13
2014,"Aug 2014","Aug",32,3,"Wed",12.9
2014,"Aug 2014","Aug",32,3,"Thu",12.42
2014,"Aug 2014","Aug",32,3,"Fri",13.15
2014,"Aug 2014","Aug",33,4,"Mon",12.32
2014,"Aug 2014","Aug",33,4,"Tue",12.21
2014,"Aug 2014","Aug",33,4,"Wed",11.78
2014,"Aug 2014","Aug",33,4,"Thu",11.76
2014,"Aug 2014","Aug",33,4,"Fri",11.47
2014,"Aug 2014","Aug",34,5,"Mon",11.7
2014,"Aug 2014","Aug",34,5,"Tue",11.63
2014,"Aug 2014","Aug",34,5,"Wed",11.78
2014,"Aug 2014","Aug",34,5,"Thu",12.05
2014,"Aug 2014","Aug",34,5,"Fri",12.09
2014,"Sep 2014","Sep",35,1,"Tue",12.25
2014,"Sep 2014","Sep",35,1,"Wed",12.36
2014,"Sep 2014","Sep",35,1,"Thu",12.64
2014,"Sep 2014","Sep",35,1,"Fri",12.09
2014,"Sep 2014","Sep",36,2,"Mon",12.66
2014,"Sep 2014","Sep",36,2,"Tue",13.5
2014,"Sep 2014","Sep",36,2,"Wed",12.88
2014,"Sep 2014","Sep",36,2,"Thu",12.8
2014,"Sep 2014","Sep",36,2,"Fri",13.31
2014,"Sep 2014","Sep",37,3,"Mon",14.12
2014,"Sep 2014","Sep",37,3,"Tue",12.73
2014,"Sep 2014","Sep",37,3,"Wed",12.65
2014,"Sep 2014","Sep",37,3,"Thu",12.03
2014,"Sep 2014","Sep",37,3,"Fri",12.11
2014,"Sep 2014","Sep",38,4,"Mon",13.69
2014,"Sep 2014","Sep",38,4,"Tue",14.93
2014,"Sep 2014","Sep",38,4,"Wed",13.27
2014,"Sep 2014","Sep",38,4,"Thu",15.64
2014,"Sep 2014","Sep",38,4,"Fri",14.85
2014,"Sep 2014","Sep",39,5,"Mon",15.98
2014,"Sep 2014","Sep",39,5,"Tue",16.309999
2014,"Oct 2014","Oct",39,1,"Wed",16.709999
2014,"Oct 2014","Oct",39,1,"Thu",16.16
2014,"Oct 2014","Oct",39,1,"Fri",14.55
2014,"Oct 2014","Oct",40,2,"Mon",15.46
2014,"Oct 2014","Oct",40,2,"Tue",17.200001
2014,"Oct 2014","Oct",40,2,"Wed",15.11
2014,"Oct 2014","Oct",40,2,"Thu",18.76
2014,"Oct 2014","Oct",40,2,"Fri",21.24
2014,"Oct 2014","Oct",41,3,"Mon",24.639999
2014,"Oct 2014","Oct",41,3,"Tue",22.790001
2014,"Oct 2014","Oct",41,3,"Wed",25.27
2014,"Oct 2014","Oct",41,3,"Thu",25.200001
2014,"Oct 2014","Oct",41,3,"Fri",21.99
2014,"Oct 2014","Oct",42,4,"Mon",18.57
2014,"Oct 2014","Oct",42,4,"Tue",16.08
2014,"Oct 2014","Oct",42,4,"Wed",17.870001
2014,"Oct 2014","Oct",42,4,"Thu",16.530001
2014,"Oct 2014","Oct",42,4,"Fri",16.110001
2014,"Oct 2014","Oct",43,5,"Mon",16.040001
2014,"Oct 2014","Oct",43,5,"Tue",14.39
2014,"Oct 2014","Oct",43,5,"Wed",15.15
2014,"Oct 2014","Oct",43,5,"Thu",14.52
2014,"Oct 2014","Oct",43,5,"Fri",14.03
2014,"Nov 2014","Nov",44,1,"Mon",14.73
2014,"Nov 2014","Nov",44,1,"Tue",14.89
2014,"Nov 2014","Nov",44,1,"Wed",14.17
2014,"Nov 2014","Nov",44,1,"Thu",13.67
2014,"Nov 2014","Nov",44,1,"Fri",13.12
2014,"Nov 2014","Nov",45,2,"Mon",12.67
2014,"Nov 2014","Nov",45,2,"Tue",12.92
2014,"Nov 2014","Nov",45,2,"Wed",13.02
2014,"Nov 2014","Nov",45,2,"Thu",13.79
2014,"Nov 2014","Nov",45,2,"Fri",13.31
2014,"Nov 2014","Nov",46,3,"Mon",13.99
2014,"Nov 2014","Nov",46,3,"Tue",13.86
2014,"Nov 2014","Nov",46,3,"Wed",13.96
2014,"Nov 2014","Nov",46,3,"Thu",13.58
2014,"Nov 2014","Nov",46,3,"Fri",12.9
2014,"Nov 2014","Nov",47,4,"Mon",12.62
2014,"Nov 2014","Nov",47,4,"Tue",12.25
2014,"Nov 2014","Nov",47,4,"Wed",12.07
2014,"Nov 2014","Nov",47,4,"Fri",13.33
2014,"Dec 2014","Dec",48,1,"Mon",14.16
2014,"Dec 2014","Dec",48,1,"Tue",12.85
2014,"Dec 2014","Dec",48,1,"Wed",12.5
2014,"Dec 2014","Dec",48,1,"Thu",12.38
2014,"Dec 2014","Dec",48,1,"Fri",11.89
2014,"Dec 2014","Dec",49,2,"Mon",14.21
2014,"Dec 2014","Dec",49,2,"Tue",15.35
2014,"Dec 2014","Dec",49,2,"Wed",18.530001
2014,"Dec 2014","Dec",49,2,"Thu",20.08
2014,"Dec 2014","Dec",49,2,"Fri",21.08
2014,"Dec 2014","Dec",50,3,"Mon",20.42
2014,"Dec 2014","Dec",50,3,"Tue",23.57
2014,"Dec 2014","Dec",50,3,"Wed",19.440001
2014,"Dec 2014","Dec",50,3,"Thu",16.809999
2014,"Dec 2014","Dec",50,3,"Fri",16.49
2014,"Dec 2014","Dec",51,4,"Mon",15.25
2014,"Dec 2014","Dec",51,4,"Tue",14.8
2014,"Dec 2014","Dec",51,4,"Wed",14.37
2014,"Dec 2014","Dec",51,4,"Fri",14.5
2014,"Dec 2014","Dec",52,5,"Mon",15.06
2014,"Dec 2014","Dec",52,5,"Tue",15.92
2014,"Dec 2014","Dec",52,5,"Wed",19.200001
2015,"Jan 2015","Jan",0,1,"Fri",17.790001
2015,"Jan 2015","Jan",1,2,"Mon",19.92
2015,"Jan 2015","Jan",1,2,"Tue",21.120001
2015,"Jan 2015","Jan",1,2,"Wed",19.309999
2015,"Jan 2015","Jan",1,2,"Thu",17.01
2015,"Jan 2015","Jan",1,2,"Fri",17.549999
2015,"Jan 2015","Jan",2,3,"Mon",19.6
2015,"Jan 2015","Jan",2,3,"Tue",20.559999
2015,"Jan 2015","Jan",2,3,"Wed",21.48
2015,"Jan 2015","Jan",2,3,"Thu",22.389999
2015,"Jan 2015","Jan",2,3,"Fri",20.950001
2015,"Jan 2015","Jan",3,4,"Tue",19.889999
2015,"Jan 2015","Jan",3,4,"Wed",18.85
2015,"Jan 2015","Jan",3,4,"Thu",16.4
2015,"Jan 2015","Jan",3,4,"Fri",16.66
2015,"Jan 2015","Jan",4,5,"Mon",15.52
2015,"Jan 2015","Jan",4,5,"Tue",17.219999
2015,"Jan 2015","Jan",4,5,"Wed",20.440001
2015,"Jan 2015","Jan",4,5,"Thu",18.76
2015,"Jan 2015","Jan",4,5,"Fri",20.969999
2015,"Feb 2015","Feb",5,1,"Mon",19.43
2015,"Feb 2015","Feb",5,1,"Tue",17.33
2015,"Feb 2015","Feb",5,1,"Wed",18.33
2015,"Feb 2015","Feb",5,1,"Thu",16.85
2015,"Feb 2015","Feb",5,1,"Fri",17.290001
2015,"Feb 2015","Feb",6,2,"Mon",18.549999
2015,"Feb 2015","Feb",6,2,"Tue",17.23
2015,"Feb 2015","Feb",6,2,"Wed",16.959999
2015,"Feb 2015","Feb",6,2,"Thu",15.34
2015,"Feb 2015","Feb",6,2,"Fri",14.69
2015,"Feb 2015","Feb",7,3,"Tue",15.8
2015,"Feb 2015","Feb",7,3,"Wed",15.45
2015,"Feb 2015","Feb",7,3,"Thu",15.29
2015,"Feb 2015","Feb",7,3,"Fri",14.3
2015,"Feb 2015","Feb",8,4,"Mon",14.56
2015,"Feb 2015","Feb",8,4,"Tue",13.69
2015,"Feb 2015","Feb",8,4,"Wed",13.84
2015,"Feb 2015","Feb",8,4,"Thu",13.91
2015,"Feb 2015","Feb",8,4,"Fri",13.34
2015,"Mar 2015","Mar",9,1,"Mon",13.04
2015,"Mar 2015","Mar",9,1,"Tue",13.86
2015,"Mar 2015","Mar",9,1,"Wed",14.23
2015,"Mar 2015","Mar",9,1,"Thu",14.04
2015,"Mar 2015","Mar",9,1,"Fri",15.2
2015,"Mar 2015","Mar",10,2,"Mon",15.06
2015,"Mar 2015","Mar",10,2,"Tue",16.690001
2015,"Mar 2015","Mar",10,2,"Wed",16.870001
2015,"Mar 2015","Mar",10,2,"Thu",15.42
2015,"Mar 2015","Mar",10,2,"Fri",16
2015,"Mar 2015","Mar",11,3,"Mon",15.61
2015,"Mar 2015","Mar",11,3,"Tue",15.66
2015,"Mar 2015","Mar",11,3,"Wed",13.97
2015,"Mar 2015","Mar",11,3,"Thu",14.07
2015,"Mar 2015","Mar",11,3,"Fri",13.02
2015,"Mar 2015","Mar",12,4,"Mon",13.41
2015,"Mar 2015","Mar",12,4,"Tue",13.62
2015,"Mar 2015","Mar",12,4,"Wed",15.44
2015,"Mar 2015","Mar",12,4,"Thu",15.8
2015,"Mar 2015","Mar",12,4,"Fri",15.07
2015,"Mar 2015","Mar",13,5,"Mon",14.51
2015,"Mar 2015","Mar",13,5,"Tue",15.29
2015,"Apr 2015","Apr",13,1,"Wed",15.11
2015,"Apr 2015","Apr",13,1,"Thu",14.67
2015,"Apr 2015","Apr",14,2,"Mon",14.74
2015,"Apr 2015","Apr",14,2,"Tue",14.78
2015,"Apr 2015","Apr",14,2,"Wed",13.98
2015,"Apr 2015","Apr",14,2,"Thu",13.09
2015,"Apr 2015","Apr",14,2,"Fri",12.58
2015,"Apr 2015","Apr",15,3,"Mon",13.94
2015,"Apr 2015","Apr",15,3,"Tue",13.67
2015,"Apr 2015","Apr",15,3,"Wed",12.84
2015,"Apr 2015","Apr",15,3,"Thu",12.6
2015,"Apr 2015","Apr",15,3,"Fri",13.89
2015,"Apr 2015","Apr",16,4,"Mon",13.3
2015,"Apr 2015","Apr",16,4,"Tue",13.25
2015,"Apr 2015","Apr",16,4,"Wed",12.71
2015,"Apr 2015","Apr",16,4,"Thu",12.48
2015,"Apr 2015","Apr",16,4,"Fri",12.29
2015,"Apr 2015","Apr",17,5,"Mon",13.12
2015,"Apr 2015","Apr",17,5,"Tue",12.41
2015,"Apr 2015","Apr",17,5,"Wed",13.39
2015,"Apr 2015","Apr",17,5,"Thu",14.55
2015,"May 2015","May",17,1,"Fri",12.7
2015,"May 2015","May",18,2,"Mon",12.85
