"year","yearmonthf","monthf","week","monthweek","weekdayf","VIX.Close"
2015,"May 2015","May",18,2,"Tue",14.31
2015,"May 2015","May",18,2,"Wed",15.15
2015,"May 2015","May",18,2,"Thu",15.13
2015,"May 2015","May",18,2,"Fri",12.86
2015,"May 2015","May",19,3,"Mon",13.85
2015,"May 2015","May",19,3,"Tue",13.86
2015,"May 2015","May",19,3,"Wed",13.76
2015,"May 2015","May",19,3,"Thu",12.74
2015,"May 2015","May",19,3,"Fri",12.38
2015,"May 2015","May",20,4,"Mon",12.73
2015,"May 2015","May",20,4,"Tue",12.85
2015,"May 2015","May",20,4,"Wed",12.88
2015,"May 2015","May",20,4,"Thu",12.11
2015,"May 2015","May",20,4,"Fri",12.13
2015,"May 2015","May",21,5,"Tue",14.06
2015,"May 2015","May",21,5,"Wed",13.27
2015,"May 2015","May",21,5,"Thu",13.31
2015,"May 2015","May",21,5,"Fri",13.84
2015,"Jun 2015","Jun",22,1,"Mon",13.97
2015,"Jun 2015","Jun",22,1,"Tue",14.24
2015,"Jun 2015","Jun",22,1,"Wed",13.66
2015,"Jun 2015","Jun",22,1,"Thu",14.71
2015,"Jun 2015","Jun",22,1,"Fri",14.21
2015,"Jun 2015","Jun",23,2,"Mon",15.29
2015,"Jun 2015","Jun",23,2,"Tue",14.47
2015,"Jun 2015","Jun",23,2,"Wed",13.22
2015,"Jun 2015","Jun",23,2,"Thu",12.85
2015,"Jun 2015","Jun",23,2,"Fri",13.78
2015,"Jun 2015","Jun",24,3,"Mon",15.39
2015,"Jun 2015","Jun",24,3,"Tue",14.81
2015,"Jun 2015","Jun",24,3,"Wed",14.5
2015,"Jun 2015","Jun",24,3,"Thu",13.19
2015,"Jun 2015","Jun",24,3,"Fri",13.96
2015,"Jun 2015","Jun",25,4,"Mon",12.74
2015,"Jun 2015","Jun",25,4,"Tue",12.11
2015,"Jun 2015","Jun",25,4,"Wed",13.26
2015,"Jun 2015","Jun",25,4,"Thu",14.01
2015,"Jun 2015","Jun",25,4,"Fri",14.02
2015,"Jun 2015","Jun",26,5,"Mon",18.85
2015,"Jun 2015","Jun",26,5,"Tue",18.23
2015,"Jul 2015","Jul",26,1,"Wed",16.09
2015,"Jul 2015","Jul",26,1,"Thu",16.790001
2015,"Jul 2015","Jul",27,2,"Mon",17.01
2015,"Jul 2015","Jul",27,2,"Tue",16.09
2015,"Jul 2015","Jul",27,2,"Wed",19.66
2015,"Jul 2015","Jul",27,2,"Thu",19.969999
2015,"Jul 2015","Jul",27,2,"Fri",16.83
2015,"Jul 2015","Jul",28,3,"Mon",13.9
2015,"Jul 2015","Jul",28,3,"Tue",13.37
2015,"Jul 2015","Jul",28,3,"Wed",13.23
2015,"Jul 2015","Jul",28,3,"Thu",12.11
2015,"Jul 2015","Jul",28,3,"Fri",11.95
2015,"Jul 2015","Jul",29,4,"Mon",12.25
2015,"Jul 2015","Jul",29,4,"Tue",12.22
2015,"Jul 2015","Jul",29,4,"Wed",12.12
2015,"Jul 2015","Jul",29,4,"Thu",12.64
2015,"Jul 2015","Jul",29,4,"Fri",13.74
2015,"Jul 2015","Jul",30,5,"Mon",15.6
2015,"Jul 2015","Jul",30,5,"Tue",13.44
2015,"Jul 2015","Jul",30,5,"Wed",12.5
2015,"Jul 2015","Jul",30,5,"Thu",12.13
2015,"Jul 2015","Jul",30,5,"Fri",12.12
2015,"Aug 2015","Aug",31,1,"Mon",12.56
2015,"Aug 2015","Aug",31,1,"Tue",13
2015,"Aug 2015","Aug",31,1,"Wed",12.51
2015,"Aug 2015","Aug",31,1,"Thu",13.77
2015,"Aug 2015","Aug",31,1,"Fri",13.39
2015,"Aug 2015","Aug",32,2,"Mon",12.23
2015,"Aug 2015","Aug",32,2,"Tue",13.71
2015,"Aug 2015","Aug",32,2,"Wed",13.61
2015,"Aug 2015","Aug",32,2,"Thu",13.49
2015,"Aug 2015","Aug",32,2,"Fri",12.83
2015,"Aug 2015","Aug",33,3,"Mon",13.02
2015,"Aug 2015","Aug",33,3,"Tue",13.79
2015,"Aug 2015","Aug",33,3,"Wed",15.25
2015,"Aug 2015","Aug",33,3,"Thu",19.139999
2015,"Aug 2015","Aug",33,3,"Fri",28.030001
2015,"Aug 2015","Aug",34,4,"Mon",40.740002
2015,"Aug 2015","Aug",34,4,"Tue",36.02
2015,"Aug 2015","Aug",34,4,"Wed",30.32
2015,"Aug 2015","Aug",34,4,"Thu",26.1
2015,"Aug 2015","Aug",34,4,"Fri",26.049999
2015,"Aug 2015","Aug",35,5,"Mon",28.43
2015,"Sep 2015","Sep",35,1,"Tue",31.4
2015,"Sep 2015","Sep",35,1,"Wed",26.09
2015,"Sep 2015","Sep",35,1,"Thu",25.610001
2015,"Sep 2015","Sep",35,1,"Fri",27.799999
2015,"Sep 2015","Sep",36,2,"Tue",24.9
2015,"Sep 2015","Sep",36,2,"Wed",26.23
2015,"Sep 2015","Sep",36,2,"Thu",24.370001
2015,"Sep 2015","Sep",36,2,"Fri",23.200001
2015,"Sep 2015","Sep",37,3,"Mon",24.25
2015,"Sep 2015","Sep",37,3,"Tue",22.540001
2015,"Sep 2015","Sep",37,3,"Wed",21.35
2015,"Sep 2015","Sep",37,3,"Thu",21.139999
2015,"Sep 2015","Sep",37,3,"Fri",22.280001
2015,"Sep 2015","Sep",38,4,"Mon",20.139999
2015,"Sep 2015","Sep",38,4,"Tue",22.440001
2015,"Sep 2015","Sep",38,4,"Wed",22.129999
2015,"Sep 2015","Sep",38,4,"Thu",23.469999
2015,"Sep 2015","Sep",38,4,"Fri",23.620001
2015,"Sep 2015","Sep",39,5,"Mon",27.629999
2015,"Sep 2015","Sep",39,5,"Tue",26.83
2015,"Sep 2015","Sep",39,5,"Wed",24.5
2015,"Oct 2015","Oct",39,1,"Thu",22.549999
2015,"Oct 2015","Oct",39,1,"Fri",20.940001
2015,"Oct 2015","Oct",40,2,"Mon",19.540001
2015,"Oct 2015","Oct",40,2,"Tue",19.4
2015,"Oct 2015","Oct",40,2,"Wed",18.4
2015,"Oct 2015","Oct",40,2,"Thu",17.42
2015,"Oct 2015","Oct",40,2,"Fri",17.08
2015,"Oct 2015","Oct",41,3,"Mon",16.17
2015,"Oct 2015","Oct",41,3,"Tue",17.67
2015,"Oct 2015","Oct",41,3,"Wed",18.030001
2015,"Oct 2015","Oct",41,3,"Thu",16.049999
2015,"Oct 2015","Oct",41,3,"Fri",15.05
2015,"Oct 2015","Oct",42,4,"Mon",14.98
2015,"Oct 2015","Oct",42,4,"Tue",15.75
2015,"Oct 2015","Oct",42,4,"Wed",16.700001
2015,"Oct 2015","Oct",42,4,"Thu",14.45
2015,"Oct 2015","Oct",42,4,"Fri",14.46
2015,"Oct 2015","Oct",43,5,"Mon",15.29
2015,"Oct 2015","Oct",43,5,"Tue",15.43
2015,"Oct 2015","Oct",43,5,"Wed",14.33
2015,"Oct 2015","Oct",43,5,"Thu",14.61
2015,"Oct 2015","Oct",43,5,"Fri",15.07
2015,"Nov 2015","Nov",44,1,"Mon",14.15
2015,"Nov 2015","Nov",44,1,"Tue",14.54
2015,"Nov 2015","Nov",44,1,"Wed",15.51
2015,"Nov 2015","Nov",44,1,"Thu",15.05
2015,"Nov 2015","Nov",44,1,"Fri",14.33
2015,"Nov 2015","Nov",45,2,"Mon",16.52
2015,"Nov 2015","Nov",45,2,"Tue",15.29
2015,"Nov 2015","Nov",45,2,"Wed",16.059999
2015,"Nov 2015","Nov",45,2,"Thu",18.370001
2015,"Nov 2015","Nov",45,2,"Fri",20.08
2015,"Nov 2015","Nov",46,3,"Mon",18.16
2015,"Nov 2015","Nov",46,3,"Tue",18.84
2015,"Nov 2015","Nov",46,3,"Wed",16.85
2015,"Nov 2015","Nov",46,3,"Thu",16.99
2015,"Nov 2015","Nov",46,3,"Fri",15.47
2015,"Nov 2015","Nov",47,4,"Mon",15.62
2015,"Nov 2015","Nov",47,4,"Tue",15.93
2015,"Nov 2015","Nov",47,4,"Wed",15.19
2015,"Nov 2015","Nov",47,4,"Fri",15.12
2015,"Nov 2015","Nov",48,5,"Mon",16.129999
2015,"Dec 2015","Dec",48,1,"Tue",14.67
2015,"Dec 2015","Dec",48,1,"Wed",15.91
2015,"Dec 2015","Dec",48,1,"Thu",18.110001
2015,"Dec 2015","Dec",48,1,"Fri",14.81
2015,"Dec 2015","Dec",49,2,"Mon",15.84
2015,"Dec 2015","Dec",49,2,"Tue",17.6
2015,"Dec 2015","Dec",49,2,"Wed",19.610001
2015,"Dec 2015","Dec",49,2,"Thu",19.34
2015,"Dec 2015","Dec",49,2,"Fri",24.389999
2015,"Dec 2015","Dec",50,3,"Mon",22.73
2015,"Dec 2015","Dec",50,3,"Tue",20.950001
2015,"Dec 2015","Dec",50,3,"Wed",17.860001
2015,"Dec 2015","Dec",50,3,"Thu",18.940001
2015,"Dec 2015","Dec",50,3,"Fri",20.700001
2015,"Dec 2015","Dec",51,4,"Mon",18.700001
2015,"Dec 2015","Dec",51,4,"Tue",16.6
2015,"Dec 2015","Dec",51,4,"Wed",15.57
2015,"Dec 2015","Dec",51,4,"Thu",15.74
2015,"Dec 2015","Dec",52,5,"Mon",16.91
2015,"Dec 2015","Dec",52,5,"Tue",16.08
2015,"Dec 2015","Dec",52,5,"Wed",17.290001
2015,"Dec 2015","Dec",52,5,"Thu",18.209999
2016,"Jan 2016","Jan",1,1,"Mon",20.700001
2016,"Jan 2016","Jan",1,1,"Tue",19.34
2016,"Jan 2016","Jan",1,1,"Wed",20.59
2016,"Jan 2016","Jan",1,1,"Thu",24.99
2016,"Jan 2016","Jan",1,1,"Fri",27.01
2016,"Jan 2016","Jan",2,2,"Mon",24.299999
2016,"Jan 2016","Jan",2,2,"Tue",22.469999
2016,"Jan 2016","Jan",2,2,"Wed",25.219999
2016,"Jan 2016","Jan",2,2,"Thu",23.950001
2016,"Jan 2016","Jan",2,2,"Fri",27.02
2016,"Jan 2016","Jan",3,3,"Tue",26.049999
2016,"Jan 2016","Jan",3,3,"Wed",27.59
2016,"Jan 2016","Jan",3,3,"Thu",26.690001
2016,"Jan 2016","Jan",3,3,"Fri",22.34
2016,"Jan 2016","Jan",4,4,"Mon",24.15
2016,"Jan 2016","Jan",4,4,"Tue",22.5
2016,"Jan 2016","Jan",4,4,"Wed",23.110001
2016,"Jan 2016","Jan",4,4,"Thu",22.42
2016,"Jan 2016","Jan",4,4,"Fri",20.200001
2016,"Feb 2016","Feb",5,1,"Mon",19.98
2016,"Feb 2016","Feb",5,1,"Tue",21.98
2016,"Feb 2016","Feb",5,1,"Wed",21.65
2016,"Feb 2016","Feb",5,1,"Thu",21.84
2016,"Feb 2016","Feb",5,1,"Fri",23.379999
2016,"Feb 2016","Feb",6,2,"Mon",26
2016,"Feb 2016","Feb",6,2,"Tue",26.540001
2016,"Feb 2016","Feb",6,2,"Wed",26.290001
2016,"Feb 2016","Feb",6,2,"Thu",28.139999
2016,"Feb 2016","Feb",6,2,"Fri",25.4
2016,"Feb 2016","Feb",7,3,"Tue",24.110001
2016,"Feb 2016","Feb",7,3,"Wed",22.309999
2016,"Feb 2016","Feb",7,3,"Thu",21.639999
2016,"Feb 2016","Feb",7,3,"Fri",20.530001
2016,"Feb 2016","Feb",8,4,"Mon",19.379999
2016,"Feb 2016","Feb",8,4,"Tue",20.98
2016,"Feb 2016","Feb",8,4,"Wed",20.719999
2016,"Feb 2016","Feb",8,4,"Thu",19.110001
2016,"Feb 2016","Feb",8,4,"Fri",19.809999
2016,"Feb 2016","Feb",9,5,"Mon",20.549999
2016,"Mar 2016","Mar",9,1,"Tue",17.700001
2016,"Mar 2016","Mar",9,1,"Wed",17.09
2016,"Mar 2016","Mar",9,1,"Thu",16.700001
2016,"Mar 2016","Mar",9,1,"Fri",16.860001
2016,"Mar 2016","Mar",10,2,"Mon",17.35
2016,"Mar 2016","Mar",10,2,"Tue",18.67
2016,"Mar 2016","Mar",10,2,"Wed",18.34
2016,"Mar 2016","Mar",10,2,"Thu",18.049999
2016,"Mar 2016","Mar",10,2,"Fri",16.5
2016,"Mar 2016","Mar",11,3,"Mon",16.92
2016,"Mar 2016","Mar",11,3,"Tue",16.84
2016,"Mar 2016","Mar",11,3,"Wed",14.99
2016,"Mar 2016","Mar",11,3,"Thu",14.44
2016,"Mar 2016","Mar",11,3,"Fri",14.02
2016,"Mar 2016","Mar",12,4,"Mon",13.79
2016,"Mar 2016","Mar",12,4,"Tue",14.17
2016,"Mar 2016","Mar",12,4,"Wed",14.94
2016,"Mar 2016","Mar",12,4,"Thu",14.74
2016,"Mar 2016","Mar",13,5,"Mon",15.24
2016,"Mar 2016","Mar",13,5,"Tue",13.82
2016,"Mar 2016","Mar",13,5,"Wed",13.56
2016,"Mar 2016","Mar",13,5,"Thu",13.95
2016,"Apr 2016","Apr",13,1,"Fri",13.1
2016,"Apr 2016","Apr",14,2,"Mon",14.12
2016,"Apr 2016","Apr",14,2,"Tue",15.42
2016,"Apr 2016","Apr",14,2,"Wed",14.09
2016,"Apr 2016","Apr",14,2,"Thu",16.16
2016,"Apr 2016","Apr",14,2,"Fri",15.36
2016,"Apr 2016","Apr",15,3,"Mon",16.26
2016,"Apr 2016","Apr",15,3,"Tue",14.85
2016,"Apr 2016","Apr",15,3,"Wed",13.84
2016,"Apr 2016","Apr",15,3,"Thu",13.72
2016,"Apr 2016","Apr",15,3,"Fri",13.62
2016,"Apr 2016","Apr",16,4,"Mon",13.35
2016,"Apr 2016","Apr",16,4,"Tue",13.24
2016,"Apr 2016","Apr",16,4,"Wed",13.28
2016,"Apr 2016","Apr",16,4,"Thu",13.95
2016,"Apr 2016","Apr",16,4,"Fri",13.22
2016,"Apr 2016","Apr",17,5,"Mon",14.08
2016,"Apr 2016","Apr",17,5,"Tue",13.96
2016,"Apr 2016","Apr",17,5,"Wed",13.77
2016,"Apr 2016","Apr",17,5,"Thu",15.22
2016,"Apr 2016","Apr",17,5,"Fri",15.7
2016,"May 2016","May",18,1,"Mon",14.68
2016,"May 2016","May",18,1,"Tue",15.6
2016,"May 2016","May",18,1,"Wed",16.049999
2016,"May 2016","May",18,1,"Thu",15.91
2016,"May 2016","May",18,1,"Fri",14.72
2016,"May 2016","May",19,2,"Mon",14.57
2016,"May 2016","May",19,2,"Tue",13.63
2016,"May 2016","May",19,2,"Wed",14.69
2016,"May 2016","May",19,2,"Thu",14.41
2016,"May 2016","May",19,2,"Fri",15.04
2016,"May 2016","May",20,3,"Mon",14.68
2016,"May 2016","May",20,3,"Tue",15.57
2016,"May 2016","May",20,3,"Wed",15.95
2016,"May 2016","May",20,3,"Thu",16.33
2016,"May 2016","May",20,3,"Fri",15.2
2016,"May 2016","May",21,4,"Mon",15.82
2016,"May 2016","May",21,4,"Tue",14.42
2016,"May 2016","May",21,4,"Wed",13.9
2016,"May 2016","May",21,4,"Thu",13.43
2016,"May 2016","May",21,4,"Fri",13.12
2016,"May 2016","May",22,5,"Tue",14.19
2016,"Jun 2016","Jun",22,1,"Wed",14.2
2016,"Jun 2016","Jun",22,1,"Thu",13.63
2016,"Jun 2016","Jun",22,1,"Fri",13.47
2016,"Jun 2016","Jun",23,2,"Mon",13.65
2016,"Jun 2016","Jun",23,2,"Tue",14.05
2016,"Jun 2016","Jun",23,2,"Wed",14.08
2016,"Jun 2016","Jun",23,2,"Thu",14.64
2016,"Jun 2016","Jun",23,2,"Fri",17.030001
2016,"Jun 2016","Jun",24,3,"Mon",20.969999
2016,"Jun 2016","Jun",24,3,"Tue",20.5
2016,"Jun 2016","Jun",24,3,"Wed",20.139999
2016,"Jun 2016","Jun",24,3,"Thu",19.370001
2016,"Jun 2016","Jun",24,3,"Fri",19.41
2016,"Jun 2016","Jun",25,4,"Mon",18.370001
2016,"Jun 2016","Jun",25,4,"Tue",18.48
2016,"Jun 2016","Jun",25,4,"Wed",21.17
2016,"Jun 2016","Jun",25,4,"Thu",17.25
2016,"Jun 2016","Jun",25,4,"Fri",25.76
2016,"Jun 2016","Jun",26,5,"Mon",23.85
2016,"Jun 2016","Jun",26,5,"Tue",18.75
2016,"Jun 2016","Jun",26,5,"Wed",16.639999
2016,"Jun 2016","Jun",26,5,"Thu",15.63
2016,"Jul 2016","Jul",26,1,"Fri",14.77
2016,"Jul 2016","Jul",27,2,"Tue",15.58
2016,"Jul 2016","Jul",27,2,"Wed",14.96
2016,"Jul 2016","Jul",27,2,"Thu",14.76
2016,"Jul 2016","Jul",27,2,"Fri",13.2
2016,"Jul 2016","Jul",28,3,"Mon",13.54
2016,"Jul 2016","Jul",28,3,"Tue",13.55
2016,"Jul 2016","Jul",28,3,"Wed",13.04
2016,"Jul 2016","Jul",28,3,"Thu",12.82
2016,"Jul 2016","Jul",28,3,"Fri",12.67
2016,"Jul 2016","Jul",29,4,"Mon",12.44
2016,"Jul 2016","Jul",29,4,"Tue",11.97
2016,"Jul 2016","Jul",29,4,"Wed",11.77
2016,"Jul 2016","Jul",29,4,"Thu",12.74
2016,"Jul 2016","Jul",29,4,"Fri",12.02
2016,"Jul 2016","Jul",30,5,"Mon",12.87
2016,"Jul 2016","Jul",30,5,"Tue",13.05
2016,"Jul 2016","Jul",30,5,"Wed",12.83
2016,"Jul 2016","Jul",30,5,"Thu",12.72
2016,"Jul 2016","Jul",30,5,"Fri",11.87
2016,"Aug 2016","Aug",31,1,"Mon",12.44
2016,"Aug 2016","Aug",31,1,"Tue",13.37
2016,"Aug 2016","Aug",31,1,"Wed",12.86
2016,"Aug 2016","Aug",31,1,"Thu",12.42
2016,"Aug 2016","Aug",31,1,"Fri",11.39
2016,"Aug 2016","Aug",32,2,"Mon",11.5
2016,"Aug 2016","Aug",32,2,"Tue",11.66
2016,"Aug 2016","Aug",32,2,"Wed",12.05
2016,"Aug 2016","Aug",32,2,"Thu",11.68
2016,"Aug 2016","Aug",32,2,"Fri",11.55
2016,"Aug 2016","Aug",33,3,"Mon",11.81
2016,"Aug 2016","Aug",33,3,"Tue",12.64
2016,"Aug 2016","Aug",33,3,"Wed",12.19
2016,"Aug 2016","Aug",33,3,"Thu",11.43
2016,"Aug 2016","Aug",33,3,"Fri",11.34
2016,"Aug 2016","Aug",34,4,"Mon",12.27
2016,"Aug 2016","Aug",34,4,"Tue",12.38
2016,"Aug 2016","Aug",34,4,"Wed",13.45
2016,"Aug 2016","Aug",34,4,"Thu",13.63
2016,"Aug 2016","Aug",34,4,"Fri",13.65
2016,"Aug 2016","Aug",35,5,"Mon",12.94
2016,"Aug 2016","Aug",35,5,"Tue",13.12
2016,"Aug 2016","Aug",35,5,"Wed",13.42
2016,"Sep 2016","Sep",35,1,"Thu",13.48
2016,"Sep 2016","Sep",35,1,"Fri",11.98
2016,"Sep 2016","Sep",36,2,"Tue",12.02
2016,"Sep 2016","Sep",36,2,"Wed",11.94
2016,"Sep 2016","Sep",36,2,"Thu",12.51
2016,"Sep 2016","Sep",36,2,"Fri",17.5
2016,"Sep 2016","Sep",37,3,"Mon",15.16
2016,"Sep 2016","Sep",37,3,"Tue",17.85
2016,"Sep 2016","Sep",37,3,"Wed",18.139999
2016,"Sep 2016","Sep",37,3,"Thu",16.299999
2016,"Sep 2016","Sep",37,3,"Fri",15.37
2016,"Sep 2016","Sep",38,4,"Mon",15.53
2016,"Sep 2016","Sep",38,4,"Tue",15.92
2016,"Sep 2016","Sep",38,4,"Wed",13.3
2016,"Sep 2016","Sep",38,4,"Thu",12.02
2016,"Sep 2016","Sep",38,4,"Fri",12.29
2016,"Sep 2016","Sep",39,5,"Mon",14.5
2016,"Sep 2016","Sep",39,5,"Tue",13.1
2016,"Sep 2016","Sep",39,5,"Wed",12.39
2016,"Sep 2016","Sep",39,5,"Thu",14.02
2016,"Sep 2016","Sep",39,5,"Fri",13.29
2016,"Oct 2016","Oct",40,1,"Mon",13.57
2016,"Oct 2016","Oct",40,1,"Tue",13.63
2016,"Oct 2016","Oct",40,1,"Wed",12.99
2016,"Oct 2016","Oct",40,1,"Thu",12.84
2016,"Oct 2016","Oct",40,1,"Fri",13.48
2016,"Oct 2016","Oct",41,2,"Mon",13.38
2016,"Oct 2016","Oct",41,2,"Tue",15.36
2016,"Oct 2016","Oct",41,2,"Wed",15.91
2016,"Oct 2016","Oct",41,2,"Thu",16.690001
2016,"Oct 2016","Oct",41,2,"Fri",16.120001
2016,"Oct 2016","Oct",42,3,"Mon",16.209999
2016,"Oct 2016","Oct",42,3,"Tue",15.28
2016,"Oct 2016","Oct",42,3,"Wed",14.41
2016,"Oct 2016","Oct",42,3,"Thu",13.75
2016,"Oct 2016","Oct",42,3,"Fri",13.34
2016,"Oct 2016","Oct",43,4,"Mon",13.02
2016,"Oct 2016","Oct",43,4,"Tue",13.46
2016,"Oct 2016","Oct",43,4,"Wed",14.24
2016,"Oct 2016","Oct",43,4,"Thu",15.36
2016,"Oct 2016","Oct",43,4,"Fri",16.190001
2016,"Oct 2016","Oct",44,5,"Mon",17.059999
2016,"Nov 2016","Nov",44,1,"Tue",18.559999
2016,"Nov 2016","Nov",44,1,"Wed",19.32
2016,"Nov 2016","Nov",44,1,"Thu",22.08
2016,"Nov 2016","Nov",44,1,"Fri",22.51
2016,"Nov 2016","Nov",45,2,"Mon",18.709999
2016,"Nov 2016","Nov",45,2,"Tue",18.74
2016,"Nov 2016","Nov",45,2,"Wed",14.38
2016,"Nov 2016","Nov",45,2,"Thu",14.74
2016,"Nov 2016","Nov",45,2,"Fri",14.17
2016,"Nov 2016","Nov",46,3,"Mon",14.48
2016,"Nov 2016","Nov",46,3,"Tue",13.37
2016,"Nov 2016","Nov",46,3,"Wed",13.72
2016,"Nov 2016","Nov",46,3,"Thu",13.35
2016,"Nov 2016","Nov",46,3,"Fri",12.85
2016,"Nov 2016","Nov",47,4,"Mon",12.42
2016,"Nov 2016","Nov",47,4,"Tue",12.41
2016,"Nov 2016","Nov",47,4,"Wed",12.43
2016,"Nov 2016","Nov",47,4,"Fri",12.34
2016,"Nov 2016","Nov",48,5,"Mon",13.15
2016,"Nov 2016","Nov",48,5,"Tue",12.9
2016,"Nov 2016","Nov",48,5,"Wed",13.33
2016,"Dec 2016","Dec",48,1,"Thu",14.07
2016,"Dec 2016","Dec",48,1,"Fri",14.12
2016,"Dec 2016","Dec",49,2,"Mon",12.14
2016,"Dec 2016","Dec",49,2,"Tue",11.79
2016,"Dec 2016","Dec",49,2,"Wed",12.22
2016,"Dec 2016","Dec",49,2,"Thu",12.64
2016,"Dec 2016","Dec",49,2,"Fri",11.75
2016,"Dec 2016","Dec",50,3,"Mon",12.64
2016,"Dec 2016","Dec",50,3,"Tue",12.72
2016,"Dec 2016","Dec",50,3,"Wed",13.19
2016,"Dec 2016","Dec",50,3,"Thu",12.79
2016,"Dec 2016","Dec",50,3,"Fri",12.2
2016,"Dec 2016","Dec",51,4,"Mon",11.71
2016,"Dec 2016","Dec",51,4,"Tue",11.45
2016,"Dec 2016","Dec",51,4,"Wed",11.27
2016,"Dec 2016","Dec",51,4,"Thu",11.43
2016,"Dec 2016","Dec",51,4,"Fri",11.44
2016,"Dec 2016","Dec",52,5,"Tue",11.99
2016,"Dec 2016","Dec",52,5,"Wed",12.95
2016,"Dec 2016","Dec",52,5,"Thu",13.37
2016,"Dec 2016","Dec",52,5,"Fri",14.04
